sample_id,text,implicit_sentiment,sarcasm,irony,idiom_figurative,code_switching,mocking,polarity,emotion,split,source_dataset
fresh_visobert_01875,hên vãiiiiiii,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06723,Nhưng mà thủ môn Ma Rốc cũng tập bắt Pen triệu lần ông ạ :))),1,1,1,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05042,mày ngu cặc lắm đẻ cẩn thận,1,0,0,0,0,1,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_09230,Regina Helen tuy m không theo nghề giáo nhưng mà giống. =))))),1,1,1,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_06628,Quá nhanh quá nguy hiểm ạ 🤣🤣🤣,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09466,Mong bạn sớm tìm thấy hạnh phúc của riêng mình. Và bạn nữ kia cũng sẽ an yên bên cô công chúa nhỏ.,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00569,hongkong ủng hộ tq trả đũa mỹ hongkong một mình carrie cặc lam bộ sậu tay sai tq ta dân hongkong,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05073,tú nguy hiểm abe sài gòn,0,0,0,0,0,0,neutral,fear,train,SEACrowd/ViSoBERT
fresh_visobert_05019,bòi chả húc,0,0,0,0,0,0,negative,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09030,Sư Nguyen Huynh Long Hoa Huynh,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02994,xù tag zô hội tuyết bích lun,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06974,Tối Vợ cho ngủ riêng còn thích nữa,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07623,Chúc chị và gia đình luôn bình an và hạnh phúc,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07497,Em chỉ thích xem team refund bắn giải thôi,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08306,Nguyễn Ngọc Hân nhớ gh vs nh vô phòng thi hônggg,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04405,ông già họp tổ dân phố mều thay stream =))),1,1,0,0,1,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05429,nhin vo cug bit la may la con trai,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01830,tiểu tiểu đại đại bé )),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01678,hấp dẫn ơiii,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11461,đã nhận được hàng hôm qua. nguyên hộp nguyên tem luôn. hàng đúng như hình ảnh. được tặng một cái ốp nhựa dẻo trắng nữa.,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04636,my chai sting vô đầu nha thầy,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05620,cặc chả xạo lon 🤣 🤣,1,1,0,0,0,1,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04987,yêu tình vcl,1,0,0,0,0,1,positive,anger,train,SEACrowd/ViSoBERT
fresh_visobert_10941,"Máy chạy êm, nhiều chương trình giặt tiện lợi, giá cả phù hợp",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10854,"Đau cả đầu, ai ở với người nói nhiều mới là địa ngục",0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_04329,trốn dịch hai trần nói chuyện dzui trần dần trần nhật quang siêm rệp dời thái lan ta,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11605,Phat điên thât sư :),1,0,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_10644,"Hàng đẹp, giao hàng nhanh!",0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02793,suối mát gái nha sóiii )),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11939,"rất hài lòng luôn vì dép rẻ mà quá đẹp, đi thoải mái êm chân, cảm ơn cửa hàng , mình sẽ giới thiệu bạn bè mua giúp cửa hàng .",0,0,1,0,0,1,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04186,râu ria đen,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07667,Mà cho đi xe côn tay nữa nha,1,0,1,0,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_06506,tôi từng chơi cũng thấy vui nhưng từ chiều giờ vào game thì nó để tải tài nguyên long cốt tải hoài không vô được,0,0,1,0,1,1,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08565,"Ems và trịnh mới đúng:)) trịnh trong phim y như tồi boi, quen ng này mà yêu ngkhac:))))",1,1,1,1,0,1,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06926,Tỉn Cu Bố đúng nhờ,0,0,0,0,0,0,negative,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00461,bỏ tù bồi thường thiệt hại đất nước mong đc tha thứ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09126,"Cách 4 : thực hiện luật hấp dẫn , 555 . Lên mạng sẽ có cách hướng dẫn",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00512,đỷ cặc minh hiếu,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_00721,linh kute giỏi,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06840,Trần Ngọc Anh Hồ Phương Dung Zô coi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10348,hình ảnh và video k liên quan,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11535,Hấp dẫn quá anh ơi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03460,đặng ngọc hà youtobe đơ vcl nhạt huhu,1,0,0,0,0,0,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_05109,chán cơ chứ,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_06994,Quá hay. Nhà giáo của ngày xưa. Nhà giáo bjo thì,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02476,chữa chi oi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10111,ứng dụng này rất hay và rất hữu ích cho trẻ em ; từ và hình ảnh rõ ràng ;dễ hiểu giúp các em tiếp thu bài giảng . ; cám ơn rất nhiều to monkey gì unior.,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04479,trinh ái ))))),0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07207,Đường hà nội cứ đi xe máy là tiện nhất 🥰🥰🥰,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05016,hoàng vânanh yep yep 😂 😂 😂,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02458,họp báo xong thông báo hài,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08056,"Chị Na ơi, da em là da hỗn hợp thiên dầu. Em chưa từng tẩy tế bào chết bao giờ ạ hiu hiu",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01736,hôm ni thầy đánh đỉnh thầy áp dụng giáo án stream auto win,1,0,0,1,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03265,hải yến care cmt cặc ))) ô )))),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03724,bâyh mấy đứa lũ ngoa chửi thuê review phim hả =))),1,1,0,0,1,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_09386,Cá hồi co lm mo tham tri mun se khít lo chan long k c,0,0,0,0,0,0,negative,fear,train,SEACrowd/ViSoBERT
fresh_visobert_05773,chức rộng sợ,0,0,0,0,0,0,negative,fear,train,SEACrowd/ViSoBERT
fresh_visobert_11610,Khánh là ai vậy chị,1,0,0,0,0,0,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_02961,bữa cũg mua nc hoa trần đòn xịt thơm xịt tầm mùi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05705,sợ giặc giận mà lị,0,0,1,0,0,0,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_11855,Làm vậy để chi.,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_07731,e gái loli và alime,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01383,đập mặt cặc sena thầy,0,0,0,0,0,0,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_04947,chạy trượt xải,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_04896,họp rút kinh nghiệm sâu sắc,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_02770,dân đánh trộm => cặc tù => oan tự tử,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09311,cần tăng cường thêm tài liệu .,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10356,Trang MyHan nho lém á,0,0,0,0,1,0,negative,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06564,Đai lô thăng long cai nay lâu lăm rôi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01836,chậm bro =)),1,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02587,nguyễn minh thừa nhà ngủ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05038,tú con đĩ abe gọi abe daddy điiiiii,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01282,lê hà thư )))) ))),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10362,Co h thui ạ c,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00139,chán ghê hong pé máu hâhha,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_07005,"mình chưa từng thất vọng về app này luôn, hay quá",0,1,1,0,1,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_09528,😭😭 m đừng lm t hoang mang,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_00620,chuối hong thầy,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10097,Gia Thạnh Andrew Lam Miinh Hằng cuộc sống mọi ng ổn k =)))),1,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08883,Mới nhổ răng ăn đồ ngọt r à cj♥,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11644,Ok nhìn sang trái rồi nhé,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05043,đặng trà trang giả y sì codesite garena,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06918,cái thứ bán hàng đéo có tâm . rồi mày sẽ ế bánh cho mà xem,1,0,1,0,0,1,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_10046,"Cưng quá à, cũng muốn có trải nghiệm giống vậy",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11003,Ngọc Linh vâng ạ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10419,List hiddengem mixtape của bray bài nào cũng hay,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05424,4 5 dùi vập,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07935,"Không kèm mặt khi gửi ảnh, ảnh sex không cần phải khoe % ra. Kiếm góc nào nghệ nghệ xíu che che cũng được.",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06114,Cứu thằng bé xong rồi sao k đạp cmn thằng bố xuống biển,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09087,Thanh Lâm cơ nên đổi thành Lâm áp lực ko em 😂😂,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03390,cờ đỏ vàng nhá,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07933,Người luộc gà chắc là họa sĩ mới sáng tác được nhiều tư thế như vậy,1,0,0,1,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_02607,việt hải chuẩn,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03044,vu thuan 🤣 🤣 🤣,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11889,Douma thầy lái cano lái luôn nico,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07532,Giao hàng nhanh tốc độ đặt hàng hôm trước hôm sau có luôn ạ ưng lắm. Mở ra dã thấy thơm. Shop bọc hàng chắc chắn lắm k lo bị bóp méo. Hộp còn nguyên k bị móp méo. Mở ra thấy nến rất đẹp vào thơm chưa sử dụng lên chưa biết ntn. Đánh giá 5 sao cho shop,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05507,japan vốn ý thức rấttt caooo tình cảm tui crush,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03954,đoán nỗi tiếng ông già nhà con tar,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05453,gọi siêu thần quyền súng bắn trúng dao chặt đứt súp pồ mên,0,0,0,1,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05787,sống chậm thôiiii,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_01907,onl thoy xobg,0,0,0,0,1,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04269,thầy học sinh cá biệt hông thầy ))),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11859,Kem làm trị quầng thâm mắt Estee Lauder,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07479,Cao Thu Ngọc Bé Mít :))),1,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05426,đoạn bar cakdilac tộc trưởng,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09359,Em cũng đam mê lắm nhưng âm nhạc đối với em cũng chỉ là music 😌,1,0,1,0,1,0,positive,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_00101,E chào a độ mixi gaming,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03968,ngáp chừa cặc mày cs nhe,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02703,royal google miễn phí ))))),0,0,0,0,0,0,positive,other,train,SEACrowd/ViSoBERT
fresh_visobert_06749,Nhung Le gioi nhu bà nho. 😘😆,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10306,m hop voi kieu toc may do,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01787,đừng biển nha 😂,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_01183,vân thùy cặc xàm vl )),1,0,0,1,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_10458,Nét này là Naruto đúng ko,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10390,"Giao hơi lâu so với mọi lần, hàng tạm ổn, ko như mình mong đợi 🙂🙂🙂",1,1,0,0,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_11656,ID: 58 E da share roi note e voi,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03193,hoàng đình sơn mấy bửa hai ae ta chổ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09744,Sung sướng quá đi :)))),1,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09194,Em kiu mẹ phụ anhhh bán kkk,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11649,Nguyễn Thị Ngọc Hương đi 😂😂,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00329,how to đểu vợ )),0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_01454,thần khuyển susan 75 thầy gánh,0,0,0,1,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00202,cô đơn lắm,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_07501,Sắp lại oẳng r,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_01030,đụng chạm nha xứ đông lào đầu tiệc tùng chớ ra quân cặc trốn hang pác bó cải cách ruộng đất bí danh cb chó bò giết đổ tội,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05454,ruby đen mua đấy bảo,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_01155,cungf quan điểm,0,0,0,0,0,0,positive,other,train,SEACrowd/ViSoBERT
fresh_visobert_09763,Ông ôi ban ê hoa,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01769,nghỉ bánh mì báo nn toàn hè,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10705,Hoàngg Dương ok ạ,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10582,người này quá đáng vs anh thái,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01846,hi hi 94 fan cứng vvvv,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03448,ngu cặc thoii so sánh )),1,0,0,0,0,1,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_04285,nghệ sĩ nhân dân hài liên minh,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03555,ng ta gọi la xây đường định hướng hội chủ nghĩa,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08269,Chi voi dep de thuong va aaaaaa,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06640,Trịnh Diệp Thị chú ê sắc ế rồi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10766,Sao Tiên Tiên lại ở đây,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08199,chào chị đáng iu,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04431,sẵn sàng netflix 65 thángg,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11671,Ai mua xà bông ko,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07256,Se Sẻ ngon chưa nòe,0,0,0,0,0,0,positive,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_11662,Hat nghe ci my,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08357,Vân Hồng Hoa Ngân lên đồ xinh đẹp đi chơi nhưng trời mưa :)),1,1,1,0,0,1,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11025,sao k đoc tên chj,0,0,0,0,0,0,positive,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_11659,Nguyen Loc k ship do an dc r,0,0,0,0,1,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_07542,Kế toán đòi hỏi yêu cầu gì hả ad?,1,0,0,0,0,0,positive,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_10573,Em la phan ham mo chi do,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01107,quang ca sĩ thi chương trình hát ng thần tượng gọi idol ^ ^,0,0,0,1,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01719,thầy đẹp trai phong độ,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05268,giả bộ chửi chửi xong tiền tụi àh,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02649,nguyễn hữu đạt duyên chết liền mk kkkk,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04362,phạm hương người ta gọi thời đại đấy,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11764,Y así te quejas Noelii😂,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09397,Coi phim này vừa d d buồn qué luôn nên đọc truyện cho lành,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_04484,muôn đời thành apple )),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09694,Đau tai vcn chị eii alo,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_05985,"Khánh Huyền Tâm An Phương Aanh Pham Nhat Duong Minh Chouu Chu Thanh Thảo biết gì k, có lẽ trường M giấu tên chỉ cho cta nghỉ 4 ngày thôi:)))",1,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04006,su nhân ngoc thuy le linh núi coi đồ zô zăn hóa,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05255,thầy đấy thank thầy thầy sena,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06145,💸💸💸LIÊN HỆ NGAY 💰 💰 💰,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05966,Vì dọng chị dễ thương,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00393,vãi lol ưi,0,0,0,1,1,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_06798,. hãy kiếm cho mình mate ngoài lớp và mate trong lớp.,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07877,Tặng 2gb/ ngày.,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07234,Trong đó có mình mặc dù ở sg 5 năm rồi vẫn nghĩ nóc hầm là chỗ đó,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01602,mặt tùng bục )),0,0,0,0,0,0,positive,other,train,SEACrowd/ViSoBERT
fresh_visobert_10877,A làm triệu điểm đêm hôm qua đi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10745,Chị xí gái cá trừng lun,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10901,Hy vọng e được may mắn ạ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09200,Đi xe đạp cho vui xe điện làm gì =)),1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07830,"RMIT Vietnam Finance Club (SGS) mở form rồi nha em, vào là thấy loạt bài recruitment nè",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11615,Giao hàng siêu nhanh,0,0,0,1,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08498,"Nhơn Phạm ờ, thì top 1 thế giới",0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02091,tự hào thầy gold )),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01582,mồm miệng tù má mắc bệnh lạ lắm đấy,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00528,link facebook trần văn xuân nè,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09377,Thích là thật nhưng yêu là giả,1,0,1,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05392,ace stream tg tối h59p chủ nhật nha kênh mixi gaming like stream hôm hôm đen bản quyền,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00923,dung bon ac nhan,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09308,68 chừa e nha chế,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01923,mua áo thầy live lộ ngực,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05443,hiếu hải châu kìa,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08094,"đúng là công an , gô cổ cả nhà nó rồi khai quật mộ thằng kia lên , chứ làm gì có chuyện lâu như thế",1,0,1,1,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_10207,Nghe nhiếp ảnh chuyên nghiệp đích thực mà toát mồ hôi ko cần tắm.,1,0,1,0,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_10521,Thay vì run lẩy bẩy hỏi câu tivi nhà bác cũng có thời sự à thì anh em nên học anh zai này 🤣,1,1,0,0,0,1,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02548,đất nước lưng kệ mịa,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08228,"Lương sau Tết, còn đếch dc ứng cơ 😞",0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_11398,Tiền t mua đồ ăn hết rồi còn đâu mua cặp mới nửa 😂,1,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11383,"còn giữ cái đĩa cổ này luôn á , ghê hông",0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_00961,khẩu nghiệp tụ vành môi má,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01494,e quen đúg chùa phật quang thầy chi tpchâu đốc bữa /4 âl,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11032,"Phim sẽ ra rạp vào / sắp tới nha : , còn đây là công thức",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07421,Đồ đôi cho các couple Phạm Linh Chi Hiển Nam,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
