sample_id,is_sarcasm_positive,positive_selected_for_budget,sarcasm_target_mask,rationale_loss_mask
fresh_visobert_02929,0,0,1,1
fresh_visobert_02753,0,0,1,1
fresh_visobert_02139,0,0,1,1
fresh_visobert_09685,0,0,1,1
fresh_visobert_04791,0,0,1,1
fresh_visobert_03229,0,0,1,1
fresh_visobert_10798,0,0,1,1
fresh_visobert_02034,0,0,1,1
fresh_visobert_05184,0,0,1,1
fresh_visobert_08813,0,0,1,1
fresh_visobert_09323,0,0,1,1
fresh_visobert_00157,1,1,1,1
fresh_visobert_03520,0,0,1,1
fresh_visobert_08360,0,0,1,1
fresh_visobert_06469,1,1,1,1
fresh_visobert_07704,0,0,1,1
fresh_visobert_11091,0,0,1,1
fresh_visobert_10873,0,0,1,1
fresh_visobert_04138,0,0,1,1
fresh_visobert_05228,0,0,1,1
fresh_visobert_04385,0,0,1,1
fresh_visobert_06466,0,0,1,1
fresh_visobert_11864,0,0,1,1
fresh_visobert_03928,0,0,1,1
fresh_visobert_04018,0,0,1,1
fresh_visobert_04418,0,0,1,1
fresh_visobert_04892,0,0,1,1
fresh_visobert_07617,0,0,1,1
fresh_visobert_09691,0,0,1,1
fresh_visobert_01760,0,0,1,1
fresh_visobert_04617,0,0,1,1
fresh_visobert_03560,0,0,1,1
fresh_visobert_09662,0,0,1,1
fresh_visobert_07291,0,0,1,1
fresh_visobert_01085,0,0,1,1
fresh_visobert_04090,0,0,1,1
fresh_visobert_10698,0,0,1,1
fresh_visobert_11868,0,0,1,1
fresh_visobert_06807,0,0,1,1
fresh_visobert_05899,0,0,1,1
fresh_visobert_07009,0,0,1,1
fresh_visobert_05050,0,0,1,1
fresh_visobert_06274,0,0,1,1
fresh_visobert_06800,0,0,1,1
fresh_visobert_05756,0,0,1,1
fresh_visobert_08676,0,0,1,1
fresh_visobert_08754,1,1,1,1
fresh_visobert_01332,0,0,1,1
fresh_visobert_05810,0,0,1,1
fresh_visobert_08492,0,0,1,1
fresh_visobert_08392,0,0,1,1
fresh_visobert_04567,0,0,1,1
fresh_visobert_07432,0,0,1,1
fresh_visobert_00800,0,0,1,1
fresh_visobert_01759,0,0,1,1
fresh_visobert_02426,0,0,1,1
fresh_visobert_01936,0,0,1,1
fresh_visobert_08599,1,1,1,1
fresh_visobert_08908,0,0,1,1
fresh_visobert_06884,0,0,1,1
fresh_visobert_08439,0,0,1,1
fresh_visobert_07771,0,0,1,1
fresh_visobert_02611,0,0,1,1
fresh_visobert_04716,0,0,1,1
fresh_visobert_01691,0,0,1,1
fresh_visobert_10108,0,0,1,1
fresh_visobert_07854,0,0,1,1
fresh_visobert_10009,1,0,0,0
fresh_visobert_03478,0,0,1,1
fresh_visobert_06813,0,0,1,1
fresh_visobert_06262,0,0,1,1
fresh_visobert_07186,0,0,1,1
fresh_visobert_03154,0,0,1,1
fresh_visobert_11614,0,0,1,1
fresh_visobert_08256,0,0,1,1
fresh_visobert_00069,0,0,1,1
fresh_visobert_07046,0,0,1,1
fresh_visobert_08578,0,0,1,1
fresh_visobert_00777,0,0,1,1
fresh_visobert_08946,0,0,1,1
fresh_visobert_06584,0,0,1,1
fresh_visobert_09699,0,0,1,1
fresh_visobert_03319,0,0,1,1
fresh_visobert_02553,0,0,1,1
fresh_visobert_09926,0,0,1,1
fresh_visobert_10695,1,1,1,1
fresh_visobert_00970,0,0,1,1
fresh_visobert_00250,0,0,1,1
fresh_visobert_02912,0,0,1,1
fresh_visobert_02609,0,0,1,1
fresh_visobert_04550,1,0,0,0
fresh_visobert_01173,0,0,1,1
fresh_visobert_05422,0,0,1,1
fresh_visobert_10928,0,0,1,1
fresh_visobert_11313,0,0,1,1
fresh_visobert_01225,0,0,1,1
fresh_visobert_07589,0,0,1,1
fresh_visobert_05465,0,0,1,1
fresh_visobert_10321,0,0,1,1
fresh_visobert_09108,0,0,1,1
fresh_visobert_09892,0,0,1,1
fresh_visobert_08798,0,0,1,1
fresh_visobert_01898,0,0,1,1
fresh_visobert_08728,0,0,1,1
fresh_visobert_01452,0,0,1,1
fresh_visobert_04958,0,0,1,1
fresh_visobert_05843,0,0,1,1
fresh_visobert_09588,0,0,1,1
fresh_visobert_05531,0,0,1,1
fresh_visobert_11136,0,0,1,1
fresh_visobert_08587,0,0,1,1
fresh_visobert_02276,0,0,1,1
fresh_visobert_01512,0,0,1,1
fresh_visobert_05373,0,0,1,1
fresh_visobert_11543,0,0,1,1
fresh_visobert_06074,0,0,1,1
fresh_visobert_11963,1,0,0,0
fresh_visobert_01811,0,0,1,1
fresh_visobert_06821,1,1,1,1
fresh_visobert_04949,0,0,1,1
fresh_visobert_02324,0,0,1,1
fresh_visobert_06594,0,0,1,1
fresh_visobert_02690,0,0,1,1
fresh_visobert_02371,0,0,1,1
fresh_visobert_07190,0,0,1,1
fresh_visobert_11123,0,0,1,1
fresh_visobert_07992,0,0,1,1
fresh_visobert_06712,0,0,1,1
fresh_visobert_02640,0,0,1,1
fresh_visobert_04408,0,0,1,1
fresh_visobert_04844,0,0,1,1
fresh_visobert_10116,0,0,1,1
fresh_visobert_07683,0,0,1,1
fresh_visobert_08011,1,1,1,1
fresh_visobert_01801,0,0,1,1
fresh_visobert_05174,0,0,1,1
fresh_visobert_03386,0,0,1,1
fresh_visobert_01737,0,0,1,1
fresh_visobert_07273,0,0,1,1
fresh_visobert_08193,0,0,1,1
fresh_visobert_10410,0,0,1,1
fresh_visobert_00673,0,0,1,1
fresh_visobert_01841,0,0,1,1
fresh_visobert_04548,0,0,1,1
fresh_visobert_09299,0,0,1,1
fresh_visobert_02724,0,0,1,1
fresh_visobert_07503,0,0,1,1
fresh_visobert_11277,0,0,1,1
fresh_visobert_08659,0,0,1,1
fresh_visobert_10558,0,0,1,1
fresh_visobert_04692,0,0,1,1
fresh_visobert_04985,1,1,1,1
fresh_visobert_07400,0,0,1,1
fresh_visobert_03731,0,0,1,1
fresh_visobert_00306,0,0,1,1
fresh_visobert_11815,0,0,1,1
fresh_visobert_00038,0,0,1,1
fresh_visobert_10026,0,0,1,1
fresh_visobert_11309,0,0,1,1
fresh_visobert_06039,0,0,1,1
fresh_visobert_11265,0,0,1,1
fresh_visobert_02391,0,0,1,1
fresh_visobert_11792,0,0,1,1
fresh_visobert_03982,0,0,1,1
fresh_visobert_02427,0,0,1,1
fresh_visobert_01100,0,0,1,1
fresh_visobert_02995,0,0,1,1
fresh_visobert_08639,0,0,1,1
fresh_visobert_05432,0,0,1,1
fresh_visobert_10853,0,0,1,1
fresh_visobert_03907,0,0,1,1
fresh_visobert_02092,0,0,1,1
fresh_visobert_11592,0,0,1,1
fresh_visobert_08882,1,0,0,0
fresh_visobert_01105,0,0,1,1
fresh_visobert_03845,0,0,1,1
fresh_visobert_00491,0,0,1,1
fresh_visobert_11653,0,0,1,1
fresh_visobert_00576,0,0,1,1
fresh_visobert_11971,0,0,1,1
fresh_visobert_01976,0,0,1,1
fresh_visobert_01693,0,0,1,1
fresh_visobert_05910,0,0,1,1
fresh_visobert_07779,0,0,1,1
fresh_visobert_11343,0,0,1,1
fresh_visobert_09586,0,0,1,1
fresh_visobert_11027,0,0,1,1
fresh_visobert_05276,0,0,1,1
fresh_visobert_01019,0,0,1,1
fresh_visobert_00875,0,0,1,1
fresh_visobert_11623,0,0,1,1
fresh_visobert_09333,0,0,1,1
fresh_visobert_08311,0,0,1,1
fresh_visobert_04798,0,0,1,1
fresh_visobert_03897,0,0,1,1
fresh_visobert_01267,0,0,1,1
fresh_visobert_01011,0,0,1,1
fresh_visobert_01404,0,0,1,1
fresh_visobert_09002,0,0,1,1
fresh_visobert_05873,0,0,1,1
fresh_visobert_09951,0,0,1,1
fresh_visobert_02343,0,0,1,1
fresh_visobert_01177,0,0,1,1
fresh_visobert_05962,0,0,1,1
fresh_visobert_04079,0,0,1,1
fresh_visobert_03108,0,0,1,1
fresh_visobert_02460,0,0,1,1
fresh_visobert_00584,0,0,1,1
fresh_visobert_04814,0,0,1,1
fresh_visobert_01935,0,0,1,1
fresh_visobert_09778,0,0,1,1
fresh_visobert_04776,0,0,1,1
fresh_visobert_05456,0,0,1,1
fresh_visobert_10123,0,0,1,1
fresh_visobert_03452,0,0,1,1
fresh_visobert_00303,0,0,1,1
fresh_visobert_09217,0,0,1,1
fresh_visobert_01585,0,0,1,1
fresh_visobert_05192,0,0,1,1
fresh_visobert_04341,0,0,1,1
fresh_visobert_11241,0,0,1,1
fresh_visobert_02165,0,0,1,1
fresh_visobert_08824,0,0,1,1
fresh_visobert_04461,0,0,1,1
fresh_visobert_08668,0,0,1,1
fresh_visobert_04130,1,1,1,1
fresh_visobert_06838,0,0,1,1
fresh_visobert_00829,0,0,1,1
fresh_visobert_00953,0,0,1,1
fresh_visobert_04236,1,0,0,0
fresh_visobert_05922,0,0,1,1
fresh_visobert_03684,0,0,1,1
fresh_visobert_09909,0,0,1,1
fresh_visobert_00536,0,0,1,1
fresh_visobert_08516,0,0,1,1
fresh_visobert_08653,0,0,1,1
fresh_visobert_10876,0,0,1,1
fresh_visobert_05054,0,0,1,1
fresh_visobert_05449,0,0,1,1
fresh_visobert_09241,0,0,1,1
fresh_visobert_07068,0,0,1,1
fresh_visobert_01640,0,0,1,1
fresh_visobert_06034,0,0,1,1
fresh_visobert_02511,0,0,1,1
fresh_visobert_00098,0,0,1,1
fresh_visobert_03875,0,0,1,1
fresh_visobert_02557,0,0,1,1
fresh_visobert_06764,0,0,1,1
fresh_visobert_03806,0,0,1,1
fresh_visobert_11360,0,0,1,1
fresh_visobert_04499,0,0,1,1
fresh_visobert_02855,0,0,1,1
fresh_visobert_04339,1,1,1,1
fresh_visobert_04125,0,0,1,1
fresh_visobert_02351,0,0,1,1
fresh_visobert_09118,0,0,1,1
fresh_visobert_09932,0,0,1,1
fresh_visobert_08145,0,0,1,1
fresh_visobert_11231,0,0,1,1
fresh_visobert_09678,0,0,1,1
fresh_visobert_07070,0,0,1,1
fresh_visobert_06105,0,0,1,1
fresh_visobert_00675,0,0,1,1
fresh_visobert_04411,0,0,1,1
fresh_visobert_09398,0,0,1,1
fresh_visobert_07088,0,0,1,1
fresh_visobert_09191,0,0,1,1
fresh_visobert_08938,0,0,1,1
fresh_visobert_09057,0,0,1,1
fresh_visobert_02444,0,0,1,1
fresh_visobert_00346,0,0,1,1
fresh_visobert_06970,0,0,1,1
fresh_visobert_09484,0,0,1,1
fresh_visobert_04245,0,0,1,1
fresh_visobert_01894,0,0,1,1
fresh_visobert_09697,0,0,1,1
fresh_visobert_09798,0,0,1,1
fresh_visobert_06782,0,0,1,1
fresh_visobert_07941,0,0,1,1
fresh_visobert_09071,0,0,1,1
fresh_visobert_03767,0,0,1,1
fresh_visobert_00870,0,0,1,1
fresh_visobert_02215,0,0,1,1
fresh_visobert_11175,0,0,1,1
fresh_visobert_11643,0,0,1,1
fresh_visobert_05710,0,0,1,1
fresh_visobert_08519,0,0,1,1
fresh_visobert_07796,0,0,1,1
fresh_visobert_03424,0,0,1,1
fresh_visobert_06437,0,0,1,1
fresh_visobert_01728,0,0,1,1
fresh_visobert_00010,0,0,1,1
fresh_visobert_05552,0,0,1,1
fresh_visobert_05213,0,0,1,1
fresh_visobert_07940,0,0,1,1
fresh_visobert_03183,0,0,1,1
fresh_visobert_00254,0,0,1,1
fresh_visobert_05976,0,0,1,1
fresh_visobert_09226,0,0,1,1
fresh_visobert_05689,0,0,1,1
fresh_visobert_06944,0,0,1,1
fresh_visobert_07264,0,0,1,1
fresh_visobert_07678,0,0,1,1
fresh_visobert_00351,0,0,1,1
fresh_visobert_02116,0,0,1,1
fresh_visobert_10373,0,0,1,1
fresh_visobert_09233,0,0,1,1
fresh_visobert_07159,0,0,1,1
fresh_visobert_02976,0,0,1,1
fresh_visobert_04328,0,0,1,1
fresh_visobert_09193,0,0,1,1
fresh_visobert_02254,0,0,1,1
fresh_visobert_04908,0,0,1,1
fresh_visobert_09054,0,0,1,1
fresh_visobert_01974,0,0,1,1
fresh_visobert_07244,0,0,1,1
fresh_visobert_11243,0,0,1,1
fresh_visobert_11113,0,0,1,1
fresh_visobert_02258,0,0,1,1
fresh_visobert_11553,0,0,1,1
fresh_visobert_09385,0,0,1,1
fresh_visobert_02655,0,0,1,1
fresh_visobert_07922,0,0,1,1
fresh_visobert_00958,0,0,1,1
fresh_visobert_06555,0,0,1,1
fresh_visobert_10881,0,0,1,1
fresh_visobert_08032,0,0,1,1
fresh_visobert_06966,1,0,0,0
fresh_visobert_02193,0,0,1,1
fresh_visobert_04334,0,0,1,1
fresh_visobert_04192,0,0,1,1
fresh_visobert_03744,0,0,1,1
fresh_visobert_08432,1,0,0,0
fresh_visobert_07093,1,0,0,0
fresh_visobert_03743,0,0,1,1
fresh_visobert_08566,0,0,1,1
fresh_visobert_04024,0,0,1,1
fresh_visobert_07969,0,0,1,1
fresh_visobert_05341,0,0,1,1
fresh_visobert_04905,0,0,1,1
fresh_visobert_09104,0,0,1,1
fresh_visobert_07123,0,0,1,1
fresh_visobert_09711,0,0,1,1
fresh_visobert_03236,1,1,1,1
fresh_visobert_00780,0,0,1,1
fresh_visobert_03273,0,0,1,1
fresh_visobert_11884,0,0,1,1
fresh_visobert_07655,0,0,1,1
fresh_visobert_02514,0,0,1,1
fresh_visobert_04511,0,0,1,1
fresh_visobert_07443,0,0,1,1
fresh_visobert_06897,0,0,1,1
fresh_visobert_03019,0,0,1,1
fresh_visobert_09797,0,0,1,1
fresh_visobert_04804,0,0,1,1
fresh_visobert_06270,0,0,1,1
fresh_visobert_11507,0,0,1,1
fresh_visobert_09852,0,0,1,1
fresh_visobert_11024,0,0,1,1
fresh_visobert_05254,0,0,1,1
fresh_visobert_11145,0,0,1,1
fresh_visobert_01234,0,0,1,1
fresh_visobert_11023,0,0,1,1
fresh_visobert_07299,1,1,1,1
fresh_visobert_10920,0,0,1,1
fresh_visobert_00571,0,0,1,1
fresh_visobert_02813,0,0,1,1
fresh_visobert_04592,0,0,1,1
fresh_visobert_05487,0,0,1,1
fresh_visobert_09198,0,0,1,1
fresh_visobert_00585,0,0,1,1
fresh_visobert_10125,0,0,1,1
fresh_visobert_06385,0,0,1,1
fresh_visobert_07271,0,0,1,1
fresh_visobert_01476,0,0,1,1
fresh_visobert_00853,0,0,1,1
fresh_visobert_01753,0,0,1,1
fresh_visobert_04803,0,0,1,1
fresh_visobert_02202,0,0,1,1
fresh_visobert_02565,0,0,1,1
fresh_visobert_04475,0,0,1,1
fresh_visobert_01089,0,0,1,1
fresh_visobert_02958,0,0,1,1
fresh_visobert_09236,0,0,1,1
fresh_visobert_07311,0,0,1,1
fresh_visobert_08027,0,0,1,1
fresh_visobert_09526,0,0,1,1
fresh_visobert_09731,0,0,1,1
fresh_visobert_07442,1,1,1,1
fresh_visobert_05420,0,0,1,1
fresh_visobert_11326,0,0,1,1
fresh_visobert_02887,0,0,1,1
fresh_visobert_01344,0,0,1,1
fresh_visobert_03220,0,0,1,1
fresh_visobert_09077,0,0,1,1
fresh_visobert_03590,0,0,1,1
fresh_visobert_04054,0,0,1,1
fresh_visobert_01601,0,0,1,1
fresh_visobert_03105,0,0,1,1
fresh_visobert_06443,0,0,1,1
fresh_visobert_02789,0,0,1,1
fresh_visobert_02892,0,0,1,1
fresh_visobert_03551,0,0,1,1
fresh_visobert_03406,0,0,1,1
fresh_visobert_03538,0,0,1,1
fresh_visobert_01408,0,0,1,1
fresh_visobert_01604,0,0,1,1
fresh_visobert_03287,0,0,1,1
fresh_visobert_10289,0,0,1,1
fresh_visobert_04214,0,0,1,1
fresh_visobert_06024,0,0,1,1
fresh_visobert_04194,0,0,1,1
fresh_visobert_04971,0,0,1,1
fresh_visobert_09103,0,0,1,1
fresh_visobert_03813,0,0,1,1
fresh_visobert_07963,0,0,1,1
fresh_visobert_02715,1,0,0,0
fresh_visobert_07635,0,0,1,1
fresh_visobert_06660,0,0,1,1
fresh_visobert_02485,0,0,1,1
fresh_visobert_09889,0,0,1,1
fresh_visobert_06612,0,0,1,1
fresh_visobert_04077,0,0,1,1
fresh_visobert_02145,0,0,1,1
fresh_visobert_11541,1,0,0,0
fresh_visobert_08120,0,0,1,1
fresh_visobert_02279,0,0,1,1
fresh_visobert_10189,0,0,1,1
fresh_visobert_09897,0,0,1,1
fresh_visobert_03546,0,0,1,1
fresh_visobert_05088,0,0,1,1
fresh_visobert_11829,1,0,0,0
fresh_visobert_11888,0,0,1,1
fresh_visobert_00823,0,0,1,1
fresh_visobert_01672,0,0,1,1
fresh_visobert_00000,0,0,1,1
fresh_visobert_03410,0,0,1,1
fresh_visobert_08950,0,0,1,1
fresh_visobert_06269,0,0,1,1
fresh_visobert_07773,0,0,1,1
fresh_visobert_01812,0,0,1,1
fresh_visobert_03212,0,0,1,1
fresh_visobert_01891,0,0,1,1
fresh_visobert_09440,0,0,1,1
fresh_visobert_00626,0,0,1,1
fresh_visobert_03995,0,0,1,1
fresh_visobert_04284,0,0,1,1
fresh_visobert_04816,0,0,1,1
fresh_visobert_07316,0,0,1,1
fresh_visobert_07485,0,0,1,1
fresh_visobert_09592,0,0,1,1
fresh_visobert_03318,0,0,1,1
fresh_visobert_10586,0,0,1,1
fresh_visobert_00679,0,0,1,1
fresh_visobert_03509,0,0,1,1
fresh_visobert_01987,0,0,1,1
fresh_visobert_01525,0,0,1,1
fresh_visobert_04057,0,0,1,1
fresh_visobert_07659,0,0,1,1
fresh_visobert_03638,0,0,1,1
fresh_visobert_03959,0,0,1,1
fresh_visobert_01960,0,0,1,1
fresh_visobert_02530,0,0,1,1
fresh_visobert_11414,0,0,1,1
fresh_visobert_04372,0,0,1,1
fresh_visobert_01844,0,0,1,1
fresh_visobert_03145,0,0,1,1
fresh_visobert_01381,0,0,1,1
fresh_visobert_08542,0,0,1,1
fresh_visobert_03522,0,0,1,1
fresh_visobert_04480,0,0,1,1
fresh_visobert_07277,0,0,1,1
fresh_visobert_06439,0,0,1,1
fresh_visobert_05404,0,0,1,1
fresh_visobert_10415,0,0,1,1
fresh_visobert_09674,0,0,1,1
fresh_visobert_00004,0,0,1,1
fresh_visobert_10607,0,0,1,1
fresh_visobert_01875,0,0,1,1
fresh_visobert_06723,1,0,0,0
fresh_visobert_05042,0,0,1,1
fresh_visobert_09230,1,1,1,1
fresh_visobert_06628,0,0,1,1
fresh_visobert_09466,0,0,1,1
fresh_visobert_00569,0,0,1,1
fresh_visobert_05073,0,0,1,1
fresh_visobert_05019,0,0,1,1
fresh_visobert_09030,0,0,1,1
fresh_visobert_02994,0,0,1,1
fresh_visobert_06974,0,0,1,1
fresh_visobert_07623,0,0,1,1
fresh_visobert_07497,0,0,1,1
fresh_visobert_08306,0,0,1,1
fresh_visobert_04405,1,0,0,0
fresh_visobert_05429,0,0,1,1
fresh_visobert_01830,0,0,1,1
fresh_visobert_01678,0,0,1,1
fresh_visobert_11461,0,0,1,1
fresh_visobert_04636,0,0,1,1
fresh_visobert_05620,1,0,0,0
fresh_visobert_04987,0,0,1,1
fresh_visobert_10941,0,0,1,1
fresh_visobert_10854,0,0,1,1
fresh_visobert_04329,0,0,1,1
fresh_visobert_11605,0,0,1,1
fresh_visobert_10644,0,0,1,1
fresh_visobert_02793,0,0,1,1
fresh_visobert_11939,0,0,1,1
fresh_visobert_04186,0,0,1,1
fresh_visobert_07667,0,0,1,1
fresh_visobert_06506,0,0,1,1
fresh_visobert_08565,1,1,1,1
fresh_visobert_06926,0,0,1,1
fresh_visobert_00461,0,0,1,1
fresh_visobert_09126,0,0,1,1
fresh_visobert_00512,0,0,1,1
fresh_visobert_00721,0,0,1,1
fresh_visobert_06840,0,0,1,1
fresh_visobert_10348,0,0,1,1
fresh_visobert_11535,0,0,1,1
fresh_visobert_03460,0,0,1,1
fresh_visobert_05109,0,0,1,1
fresh_visobert_06994,0,0,1,1
fresh_visobert_02476,0,0,1,1
fresh_visobert_10111,0,0,1,1
fresh_visobert_04479,0,0,1,1
fresh_visobert_07207,0,0,1,1
fresh_visobert_05016,0,0,1,1
fresh_visobert_02458,0,0,1,1
fresh_visobert_08056,0,0,1,1
fresh_visobert_01736,0,0,1,1
fresh_visobert_03265,0,0,1,1
fresh_visobert_03724,1,1,1,1
fresh_visobert_09386,0,0,1,1
fresh_visobert_05773,0,0,1,1
fresh_visobert_11610,0,0,1,1
fresh_visobert_02961,0,0,1,1
fresh_visobert_05705,0,0,1,1
fresh_visobert_11855,0,0,1,1
fresh_visobert_07731,0,0,1,1
fresh_visobert_01383,0,0,1,1
fresh_visobert_04947,0,0,1,1
fresh_visobert_04896,0,0,1,1
fresh_visobert_02770,0,0,1,1
fresh_visobert_09311,0,0,1,1
fresh_visobert_10356,0,0,1,1
fresh_visobert_06564,0,0,1,1
fresh_visobert_01836,0,0,1,1
fresh_visobert_02587,0,0,1,1
fresh_visobert_05038,0,0,1,1
fresh_visobert_01282,0,0,1,1
fresh_visobert_10362,0,0,1,1
fresh_visobert_00139,0,0,1,1
fresh_visobert_07005,1,1,1,1
fresh_visobert_09528,0,0,1,1
fresh_visobert_00620,0,0,1,1
fresh_visobert_10097,0,0,1,1
fresh_visobert_08883,0,0,1,1
fresh_visobert_11644,0,0,1,1
fresh_visobert_05043,0,0,1,1
fresh_visobert_06918,0,0,1,1
fresh_visobert_10046,0,0,1,1
fresh_visobert_11003,0,0,1,1
fresh_visobert_10419,0,0,1,1
fresh_visobert_05424,0,0,1,1
fresh_visobert_07935,0,0,1,1
fresh_visobert_06114,0,0,1,1
fresh_visobert_09087,0,0,1,1
fresh_visobert_03390,0,0,1,1
fresh_visobert_07933,0,0,1,1
fresh_visobert_02607,0,0,1,1
fresh_visobert_03044,0,0,1,1
fresh_visobert_11889,0,0,1,1
fresh_visobert_07532,0,0,1,1
fresh_visobert_05507,0,0,1,1
fresh_visobert_03954,0,0,1,1
fresh_visobert_05453,0,0,1,1
fresh_visobert_05787,0,0,1,1
fresh_visobert_01907,0,0,1,1
fresh_visobert_04269,0,0,1,1
fresh_visobert_11859,0,0,1,1
fresh_visobert_07479,0,0,1,1
fresh_visobert_05426,0,0,1,1
fresh_visobert_09359,0,0,1,1
fresh_visobert_00101,0,0,1,1
fresh_visobert_03968,0,0,1,1
fresh_visobert_02703,0,0,1,1
fresh_visobert_06749,0,0,1,1
fresh_visobert_10306,0,0,1,1
fresh_visobert_01787,0,0,1,1
fresh_visobert_01183,0,0,1,1
fresh_visobert_10458,0,0,1,1
fresh_visobert_10390,1,1,1,1
fresh_visobert_11656,0,0,1,1
fresh_visobert_03193,0,0,1,1
fresh_visobert_09744,0,0,1,1
fresh_visobert_09194,0,0,1,1
fresh_visobert_11649,0,0,1,1
fresh_visobert_00329,0,0,1,1
fresh_visobert_01454,0,0,1,1
fresh_visobert_00202,0,0,1,1
fresh_visobert_07501,0,0,1,1
fresh_visobert_01030,0,0,1,1
fresh_visobert_05454,0,0,1,1
fresh_visobert_01155,0,0,1,1
fresh_visobert_09763,0,0,1,1
fresh_visobert_01769,0,0,1,1
fresh_visobert_10705,0,0,1,1
fresh_visobert_10582,0,0,1,1
fresh_visobert_01846,0,0,1,1
fresh_visobert_03448,0,0,1,1
fresh_visobert_04285,0,0,1,1
fresh_visobert_03555,0,0,1,1
fresh_visobert_08269,0,0,1,1
fresh_visobert_06640,0,0,1,1
fresh_visobert_10766,0,0,1,1
fresh_visobert_08199,0,0,1,1
fresh_visobert_04431,0,0,1,1
fresh_visobert_11671,0,0,1,1
fresh_visobert_07256,0,0,1,1
fresh_visobert_11662,0,0,1,1
fresh_visobert_08357,1,0,0,0
fresh_visobert_11025,0,0,1,1
fresh_visobert_11659,0,0,1,1
fresh_visobert_07542,0,0,1,1
fresh_visobert_10573,0,0,1,1
fresh_visobert_01107,0,0,1,1
fresh_visobert_01719,0,0,1,1
fresh_visobert_05268,0,0,1,1
fresh_visobert_02649,0,0,1,1
fresh_visobert_04362,0,0,1,1
fresh_visobert_11764,0,0,1,1
fresh_visobert_09397,0,0,1,1
fresh_visobert_04484,0,0,1,1
fresh_visobert_09694,0,0,1,1
fresh_visobert_05985,0,0,1,1
fresh_visobert_04006,0,0,1,1
fresh_visobert_05255,0,0,1,1
fresh_visobert_06145,0,0,1,1
fresh_visobert_05966,0,0,1,1
fresh_visobert_00393,0,0,1,1
fresh_visobert_06798,0,0,1,1
fresh_visobert_07877,0,0,1,1
fresh_visobert_07234,0,0,1,1
fresh_visobert_01602,0,0,1,1
fresh_visobert_10877,0,0,1,1
fresh_visobert_10745,0,0,1,1
fresh_visobert_10901,0,0,1,1
fresh_visobert_09200,0,0,1,1
fresh_visobert_07830,0,0,1,1
fresh_visobert_11615,0,0,1,1
fresh_visobert_08498,0,0,1,1
fresh_visobert_02091,0,0,1,1
fresh_visobert_01582,0,0,1,1
fresh_visobert_00528,0,0,1,1
fresh_visobert_09377,0,0,1,1
fresh_visobert_05392,0,0,1,1
fresh_visobert_00923,0,0,1,1
fresh_visobert_09308,0,0,1,1
fresh_visobert_01923,0,0,1,1
fresh_visobert_05443,0,0,1,1
fresh_visobert_08094,0,0,1,1
fresh_visobert_10207,0,0,1,1
fresh_visobert_10521,1,1,1,1
fresh_visobert_02548,0,0,1,1
fresh_visobert_08228,0,0,1,1
fresh_visobert_11398,0,0,1,1
fresh_visobert_11383,0,0,1,1
fresh_visobert_00961,0,0,1,1
fresh_visobert_01494,0,0,1,1
fresh_visobert_11032,0,0,1,1
fresh_visobert_07421,0,0,1,1
fresh_visobert_01000,0,0,1,1
fresh_visobert_10624,1,0,0,0
fresh_visobert_01748,0,0,1,1
fresh_visobert_02791,0,0,1,1
fresh_visobert_07325,0,0,1,1
fresh_visobert_01558,0,0,1,1
fresh_visobert_10090,0,0,1,1
fresh_visobert_08005,0,0,1,1
fresh_visobert_08267,0,0,1,1
fresh_visobert_11685,0,0,1,1
fresh_visobert_02497,0,0,1,1
fresh_visobert_01977,0,0,1,1
fresh_visobert_03471,0,0,1,1
fresh_visobert_09979,1,1,1,1
fresh_visobert_08634,0,0,1,1
fresh_visobert_07019,0,0,1,1
fresh_visobert_08900,1,1,1,1
fresh_visobert_01181,0,0,1,1
fresh_visobert_10738,0,0,1,1
fresh_visobert_06014,0,0,1,1
fresh_visobert_05919,1,0,0,0
fresh_visobert_00037,0,0,1,1
fresh_visobert_00903,0,0,1,1
fresh_visobert_00033,0,0,1,1
fresh_visobert_01595,0,0,1,1
fresh_visobert_06865,0,0,1,1
fresh_visobert_03676,0,0,1,1
fresh_visobert_05067,0,0,1,1
fresh_visobert_00111,1,0,0,0
fresh_visobert_03812,0,0,1,1
fresh_visobert_05145,0,0,1,1
fresh_visobert_01902,0,0,1,1
fresh_visobert_02423,0,0,1,1
fresh_visobert_03367,0,0,1,1
fresh_visobert_11993,0,0,1,1
fresh_visobert_05442,0,0,1,1
fresh_visobert_10788,0,0,1,1
fresh_visobert_00064,1,1,1,1
fresh_visobert_08344,0,0,1,1
fresh_visobert_04191,0,0,1,1
fresh_visobert_03645,0,0,1,1
fresh_visobert_08355,0,0,1,1
fresh_visobert_00336,0,0,1,1
fresh_visobert_05997,0,0,1,1
fresh_visobert_02362,0,0,1,1
fresh_visobert_00342,0,0,1,1
fresh_visobert_02814,0,0,1,1
fresh_visobert_05069,0,0,1,1
fresh_visobert_04705,0,0,1,1
fresh_visobert_06530,0,0,1,1
fresh_visobert_03050,0,0,1,1
fresh_visobert_01196,0,0,1,1
fresh_visobert_01939,0,0,1,1
fresh_visobert_05935,0,0,1,1
fresh_visobert_04035,0,0,1,1
fresh_visobert_00426,0,0,1,1
fresh_visobert_02053,0,0,1,1
fresh_visobert_03373,0,0,1,1
fresh_visobert_08885,0,0,1,1
fresh_visobert_06186,0,0,1,1
fresh_visobert_06766,0,0,1,1
fresh_visobert_08474,0,0,1,1
