sample_id,source_row,text,implicit_sentiment,sarcasm,irony,idiom_figurative,code_switching,mocking,polarity,emotion,source_dataset,annotation_batch,original_label,rubric,reannotation_version,annotation_role,annotation_provenance
fresh_visobert_06539,7239,Vẫn đang uống rượu thay cơm,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_033,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01534,7240,nhập đc ta,0,0,0,0,0,0,negative,sadness,SEACrowd/ViSoBERT,batch_016,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06352,7241,Hàng nhìn đẹp chưa sử dụng chưa biết chất lượng. Giá rẻ mà đc như vậy là vá ngon rồi. Giao hàng rất nhanh.,1,0,1,1,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_032,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08749,7242,8kg size bn shop,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_044,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07332,7243,Đẹp sang trọng wa,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_037,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11790,7244,"Ý là : Xe nào trên 8 tỉ thì tránh xa, còn những xe khác cứ đậu gần bình thường.",0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_059,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04235,7245,linh diệt dien,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_043,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09298,7246,Chị về ban mê e ak,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_047,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06669,7247,Te amoooo Wellington Araujo,0,0,0,0,1,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_067,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05549,7248,virus vi trùng 🤣 🤣,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_028,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11873,7249,Đi đảo về rồi,0,0,0,0,0,0,negative,sadness,SEACrowd/ViSoBERT,batch_119,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05668,7250,hình chủ tiệm bánh mì chủ đầm tôm ^ ^,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_057,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02734,7251,kho free @ @,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_014,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00338,7252,khổ thân độ giải nát mấy anti um team buồn còn ngày mai mong cố gắng,0,0,0,0,1,0,negative,sadness,SEACrowd/ViSoBERT,batch_002,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04344,7253,tao cháo hồ nè,0,0,0,0,0,0,negative,sadness,SEACrowd/ViSoBERT,batch_044,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10539,7254,Sống Ảo Plus dơ tay,0,0,0,0,0,0,positive,other,SEACrowd/ViSoBERT,batch_106,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06280,7255,À thật ra là 🙂,1,1,0,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_032,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09415,7256,Lê Hồng bé ký,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_095,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01032,7257,cc cặc thầy,0,0,0,0,0,0,negative,anger,SEACrowd/ViSoBERT,batch_011,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07702,7258,Rất order anh ngiu như này ạ 😂,1,1,0,1,1,1,neutral,enjoyment,SEACrowd/ViSoBERT,batch_039,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11496,7259,Nguyễn Thảo có confuse ko :)),1,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_058,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02955,7260,nhà sư thái lan bày tỏ cảm súc video,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_015,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10945,7261,Sài gòn giờ có bốn mùa,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_055,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00085,7262,Không biết phòng này bao nhiêu tiền một tiếng😬😬,0,0,0,0,0,0,neutral,fear,SEACrowd/ViSoBERT,batch_001,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09469,7263,"Ngọc Anh Nguyễn ơi Admin đã gởi tin cho bạn, bạn kiểm tra nha",0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_048,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05971,7264,về đồng tháp chơi chị,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_030,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08521,7265,Còn đi khám lần đầu ngta báo dương tính thì coi như kiếp này bỏ r,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_043,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07373,7266,Cô chân thật dễ mến,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_074,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11144,7267,Chi my xinh dep de thuong,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_056,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02932,7268,trần dần tiên tri cố vấn ăn mặc thầy bói đạo khg làm bộ đả tiên tri nha hỏa táng địa táng khg va chết sống mấy tiên tri coi,0,0,0,0,0,0,positive,other,SEACrowd/ViSoBERT,batch_030,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02898,7269,abe đóng phim,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_029,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00525,7270,thay vì hô người ta ăn cướp nạn nhân hô phản động kìa,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_003,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06233,7271,"Bỏ đi mà làm người, để tiền đó đầu tư cho bản thân cho khoẻ, đàn ông đàn ang 8 tháng trời không đi làm hay gì mà suốt ngày hết tiền, vứt vứt không ăn thua 🤣",1,1,1,0,0,1,positive,enjoyment,SEACrowd/ViSoBERT,batch_032,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09464,7272,Vẫn cứ tiếp tục là người bạn thôi Vẫn cứ tiếp tục để thời gian trôi,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_048,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02562,7273,quang hưng nguyễn mỹ,0,0,0,0,0,0,negative,surprise,SEACrowd/ViSoBERT,batch_026,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10515,7274,xíu gánh t đi bệnh viện,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_053,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01621,7275,mấy cặc bệnh hoạn,0,0,0,0,0,0,negative,disgust,SEACrowd/ViSoBERT,batch_017,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07598,7276,Chị ơi gọi tên emmm đi chị ơi :((,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_038,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03935,7277,đẹp má chỗ,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_020,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10182,7278,vừa lạnh lại vừa pcam :'>,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_051,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04046,7279,mày mặc quần tây stylist size,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_021,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07393,7280,chụp ảnh tết sớm cùng thầy 🤣🤣,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_037,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03826,7281,bọn trẻ trâu miền bắc hô hô miệng việt kiều hàn cặc bịnh dìa r bảo viết nói chung chung việt kiều,1,0,0,0,0,1,neutral,disgust,SEACrowd/ViSoBERT,batch_020,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07899,7282,Xinh và rất xinh,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_079,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04422,7283,yêu cưới cminh hà,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_023,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02735,7284,mặt y như đàn ông phẫu thuật lỗi,0,0,0,1,0,1,negative,disgust,SEACrowd/ViSoBERT,batch_014,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06464,7285,"Còn nhỏ vậy mà đã thấu sự đời r, nói nghe thấm thật mà. Mai sau ắt làm lên chuyện",1,0,1,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_033,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02467,7286,dạy bơi trẻ em người lớn saigonkidswim,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_013,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05027,7287,chủ tiệm bánh mì vs đầm tôm,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_026,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04174,7288,lọt tai fan,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_021,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06028,7289,mua hàng khuyến mãi 99 cửa hàng ghi là có rặng son xác nhận đơn hàng có son nhưng khi giao lại không có. son thất vọng,0,0,1,0,0,0,negative,sadness,SEACrowd/ViSoBERT,batch_031,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10522,7290,Julie Nguyễn tag a ck c vào,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_053,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09742,7291,Đóng gói chắc chắn,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_098,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02301,7292,báo chí cặc sạo lộ liễu nản,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_012,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05441,7293,sem địa chỉ shop quần cao bằng 😂 😂 thất chất,1,1,0,0,1,1,positive,enjoyment,SEACrowd/ViSoBERT,batch_028,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05479,7294,coi duyên kiểu chân thật đời tích cực <,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_028,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10466,7295,"Hàng bị dơ, đem đi giặt nhg vẫn còn bị dính, vải hơi cứng hơi thất vọng một chút",0,0,0,0,0,0,negative,sadness,SEACrowd/ViSoBERT,batch_053,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01374,7296,nông thôn hả,0,0,0,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_007,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01341,7297,hóng mãi gala trần rất ok,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_007,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00947,7298,yt like kkk,0,0,0,0,1,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_005,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06971,7299,Xem tv thi coi kenh nao v a,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_070,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01235,7300,thuốc lào đấyyy,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_013,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05376,7301,phóng viên hoàng lân phỏng vấn td buồn cười,0,0,0,0,0,1,negative,sadness,SEACrowd/ViSoBERT,batch_027,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11199,7302,Nguyễn Trang ừ :)) buồn quá,0,0,0,0,0,0,negative,sadness,SEACrowd/ViSoBERT,batch_056,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09070,7303,TÂM LÝ E VỮNG,0,0,0,0,0,0,negative,sadness,SEACrowd/ViSoBERT,batch_091,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02291,7304,kiểu toang,1,0,0,1,0,0,neutral,other,SEACrowd/ViSoBERT,batch_012,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01179,7305,chac bj dua mat day nao hach nich dang linh tinh thoi chu má dua nao ma ngu hon ca moi sua cau,1,0,0,0,0,1,negative,disgust,SEACrowd/ViSoBERT,batch_006,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03375,7306,quyền cấm cặc chửi thượng đẳng,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_017,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00029,7307,"Thật tuyệt vời. Tôi đã sử dụng rất nhiều sản phẩm của Xiaomi &amp; rất hài lòng về chất lượng, giá cả của xiaomi.",0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_001,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07127,7308,Thanh Vũ ai cũng phải trải qa ma 😂😂,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_036,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01968,7309,nét tùng )),0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_020,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05047,7310,đíu má =)))))))),1,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_026,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10685,7311,Buffet Chef Dzung thế cho đặt vào tối thứ đi ạ,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_054,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06979,7312,Trang Nguyễn bn N chưa cướp đk tiền ở ngân hàng,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_035,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09470,7313,Tắc đường quá ae đồng nghiệp vỉa lên vỉa hè tâm sự nhau chút thôi đợi nổ kiếm bát gạo,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_048,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05512,7314,viết sai kìa ad,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_056,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03155,7315,mong tiên tri khỏe mạnh dịch bệnh,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_016,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09336,7316,Huyen Bui dạ lâu lâu mới đc đi chơi đó bác Huyền nak,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_047,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11190,7317,"Muốn cho em ăn được những món đó, trước giờ ăn đừng cho em ăn bánh",0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_056,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11250,7318,"Mình đã đánh giá 5 sao nhưng lần này phải sửa lại. Hnay minh ra đắp mặt nạ thạch mỏng hơn, bở rất dễ rách, dùng lực nhẹ cũng đứt. Mình dùng nạ này nhiều rùi, lần đầu thấy bị vậy nên rất lăn tăn :(",1,0,1,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_057,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09832,7319,Đôi khi nóc nhà cũng cho dưới nhà được thể hiện một chút tiếng nói riêng 😂,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_050,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01288,7320,supi trần bt chửi,0,0,0,0,0,0,positive,sadness,SEACrowd/ViSoBERT,batch_013,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04541,7321,may sửa kịp )))),0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_046,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00244,7322,chục củ hòm csgo êi,0,0,0,0,0,0,neutral,sadness,SEACrowd/ViSoBERT,batch_003,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04746,7323,minh hiếu kiểu miền tây chất phát nghĩ chân thật yêu mãi yêuu lisa minh hiếu,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_024,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06473,7324,mjh la thanh vjen rat mog lam ven voj cac va zlo cua mjh ban sdt 649965 hjhj,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_033,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07858,7325,Chaimae Ben😂😂😂😂,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_040,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04856,7326,tác hại triết lí đấy anh em =)),1,1,0,0,0,1,neutral,disgust,SEACrowd/ViSoBERT,batch_025,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01201,7327,bê đê bong lộ cặc xấu gớm xấu xúc phạm ng,0,0,0,0,0,0,negative,disgust,SEACrowd/ViSoBERT,batch_007,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00459,7328,ngô tấn hưng nâng trình thầy kéo trình duke 😂 😂,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_003,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06048,7329,thế phân tích trận đấu làm củ l gì ? có phải game nào cũng giống nhau đâu mà điểm yếu,1,0,1,0,1,0,neutral,surprise,SEACrowd/ViSoBERT,batch_031,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00439,7330,chui nua di co má bo tat ngua,0,0,0,0,0,0,negative,other,SEACrowd/ViSoBERT,batch_005,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05352,7331,nứng lồn cặc chọc ng ta,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_027,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05486,7332,tiên sư trần dần vn liên thiên,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_028,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04114,7333,tâm ngô yen chuyen gia an đo đo,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_021,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05234,7334,trần dần chữa bệnh covi việt nam âm tính chúc mừng,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_027,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06922,7335,Họ tên: Tran Trung kien,0,0,0,0,0,0,neutral,sadness,SEACrowd/ViSoBERT,batch_070,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05711,7336,hoangg an hợp lý )),0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_058,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07328,7337,"Thầy bói Ba cl gì gì vậy thầy, đem con susan ra thế giới à",1,1,0,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_037,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08751,7338,"thắng cái giải này làm gì trong khi chả có ai tới rạp coi , làm xong rồi đoạt cái cúp nhựa về mài ra cơm ăn :v",0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_044,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08970,7339,Shop này tuy ít fl nhưng được cái hay có mã giảm với kiểu dáng cũng trendy,0,0,1,0,1,1,positive,disgust,SEACrowd/ViSoBERT,batch_045,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01573,7340,ngộ độc thực phẩm hả,0,0,0,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_008,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
