experiment_id,run_id,research_question,system_id,system,display_name,variant,backbone,seed,budget,task,split,dependencies,required_phase15_assets,checkpoint_role,expected_outputs,reusable_checkpoint_key,selection_metric,evaluation_protocol,execution_kind,model_repository,model_revision,tokenizer_revision,preprocessing_name,preprocessing_version,source_checkpoint_id,q3_mask_path,q3_mask_hash,training_applicability,approval_required,execution_status,approval_status,protocol_resolution_status,resolution_status
q3_phobert_pragmatic_finetune_64_20260522,q3_phobert_pragmatic_finetune_64_20260522,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260522,64,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:64:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:64:20260522,data/processed/q3_low_resource_sarcasm/budget_64_masks.csv,6B7CA4E4D9A20137567D8353F3FFEFE653AC60B8D180FD3EDA490D51C96E9568,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_64_20260523,q3_phobert_pragmatic_finetune_64_20260523,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260523,64,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:64:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:64:20260523,data/processed/q3_low_resource_sarcasm/budget_64_masks.csv,6B7CA4E4D9A20137567D8353F3FFEFE653AC60B8D180FD3EDA490D51C96E9568,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_128_20260521,q3_phobert_pragmatic_finetune_128_20260521,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260521,128,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:128:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:128:20260521,data/processed/q3_low_resource_sarcasm/budget_128_masks.csv,5D1B3E5C423236322EE18A76A3AD6F42565DFC60B907E167B6A2D3FB33B66996,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_128_20260522,q3_phobert_pragmatic_finetune_128_20260522,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260522,128,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:128:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:128:20260522,data/processed/q3_low_resource_sarcasm/budget_128_masks.csv,5D1B3E5C423236322EE18A76A3AD6F42565DFC60B907E167B6A2D3FB33B66996,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_128_20260523,q3_phobert_pragmatic_finetune_128_20260523,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260523,128,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:128:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:128:20260523,data/processed/q3_low_resource_sarcasm/budget_128_masks.csv,5D1B3E5C423236322EE18A76A3AD6F42565DFC60B907E167B6A2D3FB33B66996,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_256_20260521,q3_phobert_pragmatic_finetune_256_20260521,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260521,256,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:256:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:256:20260521,data/processed/q3_low_resource_sarcasm/budget_256_masks.csv,DBAEAFE218BDF398E2173D7643298A3846D85E09058154701CD30DC1968DDD0D,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_256_20260522,q3_phobert_pragmatic_finetune_256_20260522,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260522,256,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:256:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:256:20260522,data/processed/q3_low_resource_sarcasm/budget_256_masks.csv,DBAEAFE218BDF398E2173D7643298A3846D85E09058154701CD30DC1968DDD0D,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_256_20260523,q3_phobert_pragmatic_finetune_256_20260523,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260523,256,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:256:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:256:20260523,data/processed/q3_low_resource_sarcasm/budget_256_masks.csv,DBAEAFE218BDF398E2173D7643298A3846D85E09058154701CD30DC1968DDD0D,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_512_20260521,q3_phobert_pragmatic_finetune_512_20260521,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260521,512,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:512:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:512:20260521,data/processed/q3_low_resource_sarcasm/budget_512_masks.csv,4276E1C7565BA593AB754A203C10217744DB1D8B3C9D6F2FE5ED3C6A63944892,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_512_20260522,q3_phobert_pragmatic_finetune_512_20260522,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260522,512,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:512:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:512:20260522,data/processed/q3_low_resource_sarcasm/budget_512_masks.csv,4276E1C7565BA593AB754A203C10217744DB1D8B3C9D6F2FE5ED3C6A63944892,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_512_20260523,q3_phobert_pragmatic_finetune_512_20260523,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260523,512,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:512:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:512:20260523,data/processed/q3_low_resource_sarcasm/budget_512_masks.csv,4276E1C7565BA593AB754A203C10217744DB1D8B3C9D6F2FE5ED3C6A63944892,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_full_20260521,q3_phobert_pragmatic_finetune_full_20260521,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260521,full,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:full:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:full:20260521,data/processed/q3_low_resource_sarcasm/budget_full_masks.csv,C3DA66570D50A20E28893D1BFDC952E9BB9C1C4BA4A07824FE54DD3357E492B1,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_full_20260522,q3_phobert_pragmatic_finetune_full_20260522,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260522,full,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:full:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:full:20260522,data/processed/q3_low_resource_sarcasm/budget_full_masks.csv,C3DA66570D50A20E28893D1BFDC952E9BB9C1C4BA4A07824FE54DD3357E492B1,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_full_20260523,q3_phobert_pragmatic_finetune_full_20260523,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260523,full,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:full:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:full:20260523,data/processed/q3_low_resource_sarcasm/budget_full_masks.csv,C3DA66570D50A20E28893D1BFDC952E9BB9C1C4BA4A07824FE54DD3357E492B1,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_32_20260521,q3_xlmr_pragmatic_finetune_32_20260521,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260521,32,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:32:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:32:20260521,data/processed/q3_low_resource_sarcasm/budget_32_masks.csv,87FB2F9B2130E45AAB9F3D8E9300844107E194AFD916AEEAF6F814119D84284B,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_32_20260522,q3_xlmr_pragmatic_finetune_32_20260522,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260522,32,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:32:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:32:20260522,data/processed/q3_low_resource_sarcasm/budget_32_masks.csv,87FB2F9B2130E45AAB9F3D8E9300844107E194AFD916AEEAF6F814119D84284B,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_32_20260523,q3_xlmr_pragmatic_finetune_32_20260523,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260523,32,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:32:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:32:20260523,data/processed/q3_low_resource_sarcasm/budget_32_masks.csv,87FB2F9B2130E45AAB9F3D8E9300844107E194AFD916AEEAF6F814119D84284B,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_64_20260521,q3_xlmr_pragmatic_finetune_64_20260521,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260521,64,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:64:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:64:20260521,data/processed/q3_low_resource_sarcasm/budget_64_masks.csv,6B7CA4E4D9A20137567D8353F3FFEFE653AC60B8D180FD3EDA490D51C96E9568,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_64_20260522,q3_xlmr_pragmatic_finetune_64_20260522,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260522,64,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:64:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:64:20260522,data/processed/q3_low_resource_sarcasm/budget_64_masks.csv,6B7CA4E4D9A20137567D8353F3FFEFE653AC60B8D180FD3EDA490D51C96E9568,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_64_20260523,q3_xlmr_pragmatic_finetune_64_20260523,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260523,64,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:64:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:64:20260523,data/processed/q3_low_resource_sarcasm/budget_64_masks.csv,6B7CA4E4D9A20137567D8353F3FFEFE653AC60B8D180FD3EDA490D51C96E9568,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_128_20260521,q3_xlmr_pragmatic_finetune_128_20260521,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260521,128,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:128:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:128:20260521,data/processed/q3_low_resource_sarcasm/budget_128_masks.csv,5D1B3E5C423236322EE18A76A3AD6F42565DFC60B907E167B6A2D3FB33B66996,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_128_20260522,q3_xlmr_pragmatic_finetune_128_20260522,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260522,128,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:128:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:128:20260522,data/processed/q3_low_resource_sarcasm/budget_128_masks.csv,5D1B3E5C423236322EE18A76A3AD6F42565DFC60B907E167B6A2D3FB33B66996,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_128_20260523,q3_xlmr_pragmatic_finetune_128_20260523,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260523,128,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:128:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:128:20260523,data/processed/q3_low_resource_sarcasm/budget_128_masks.csv,5D1B3E5C423236322EE18A76A3AD6F42565DFC60B907E167B6A2D3FB33B66996,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_256_20260521,q3_xlmr_pragmatic_finetune_256_20260521,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260521,256,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:256:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:256:20260521,data/processed/q3_low_resource_sarcasm/budget_256_masks.csv,DBAEAFE218BDF398E2173D7643298A3846D85E09058154701CD30DC1968DDD0D,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_256_20260522,q3_xlmr_pragmatic_finetune_256_20260522,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260522,256,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:256:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:256:20260522,data/processed/q3_low_resource_sarcasm/budget_256_masks.csv,DBAEAFE218BDF398E2173D7643298A3846D85E09058154701CD30DC1968DDD0D,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_256_20260523,q3_xlmr_pragmatic_finetune_256_20260523,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260523,256,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:256:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:256:20260523,data/processed/q3_low_resource_sarcasm/budget_256_masks.csv,DBAEAFE218BDF398E2173D7643298A3846D85E09058154701CD30DC1968DDD0D,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_512_20260521,q3_xlmr_pragmatic_finetune_512_20260521,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260521,512,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:512:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:512:20260521,data/processed/q3_low_resource_sarcasm/budget_512_masks.csv,4276E1C7565BA593AB754A203C10217744DB1D8B3C9D6F2FE5ED3C6A63944892,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_xlmr_pragmatic_finetune_512_20260522,q3_xlmr_pragmatic_finetune_512_20260522,Q3,xlmr_pragmatic_finetune,xlmr_pragmatic_finetune,XLM-R pragmatic fine-tune,q3_budgeted,xlmr_large,20260522,512,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,xlmr_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,xlmr_pragmatic_finetune:512:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_pragmatic_finetune:512:20260522,data/processed/q3_low_resource_sarcasm/budget_512_masks.csv,4276E1C7565BA593AB754A203C10217744DB1D8B3C9D6F2FE5ED3C6A63944892,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
