sample_id,source_row,adjudication_required,disagreement_fields,adjudicated_fields_recorded
fresh_visobert_08824,5859,0,,none
fresh_visobert_04461,5860,0,,none
fresh_visobert_08668,5861,0,,none
fresh_visobert_04130,5862,1,emotion,emotion
fresh_visobert_06838,5863,0,,none
fresh_visobert_00829,5864,0,,none
fresh_visobert_00953,5865,0,,none
fresh_visobert_06939,5866,1,code_switching,code_switching
fresh_visobert_04236,5867,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_05922,5868,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_03684,5869,1,emotion,emotion
fresh_visobert_02712,5870,0,,none
fresh_visobert_09909,5871,0,,none
fresh_visobert_00536,5872,0,,none
fresh_visobert_10790,5873,0,,none
fresh_visobert_08516,5874,1,code_switching,code_switching
fresh_visobert_09931,5875,1,emotion,emotion
fresh_visobert_06792,5876,1,emotion,emotion
fresh_visobert_08653,5877,0,,none
fresh_visobert_07573,5878,1,code_switching,code_switching
fresh_visobert_10876,5879,0,,none
fresh_visobert_05054,5880,0,,none
fresh_visobert_05449,5881,0,,none
fresh_visobert_09241,5882,1,emotion,emotion
fresh_visobert_07068,5883,0,,none
fresh_visobert_01640,5884,1,emotion,emotion
fresh_visobert_06034,5885,0,,none
fresh_visobert_02511,5886,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_11109,5887,0,,none
fresh_visobert_02030,5888,1,code_switching,code_switching
fresh_visobert_04375,5889,1,emotion,emotion
fresh_visobert_00098,5890,0,,none
fresh_visobert_03875,5891,0,,none
fresh_visobert_02557,5892,0,,none
fresh_visobert_06764,5893,1,sarcasm,sarcasm
fresh_visobert_03806,5894,1,polarity|emotion,"polarity,emotion"
fresh_visobert_11360,5895,0,,none
fresh_visobert_04499,5896,1,emotion,emotion
fresh_visobert_03437,5897,0,,none
fresh_visobert_11173,5898,0,,none
fresh_visobert_02855,5899,0,,none
fresh_visobert_04339,5900,1,implicit_sentiment|sarcasm|mocking|emotion,"implicit_sentiment,sarcasm,mocking,emotion"
fresh_visobert_04125,5901,1,idiom_figurative,idiom_figurative
fresh_visobert_05736,5902,0,,none
fresh_visobert_02351,5903,0,,none
fresh_visobert_07388,5904,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09118,5905,0,,none
fresh_visobert_09932,5906,0,,none
fresh_visobert_08145,5907,1,code_switching|mocking,"code_switching,mocking"
fresh_visobert_11231,5908,1,polarity,polarity
fresh_visobert_09678,5909,0,,none
fresh_visobert_01668,5910,0,,none
fresh_visobert_04774,5911,0,,none
fresh_visobert_07070,5912,1,sarcasm|emotion,"sarcasm,emotion"
fresh_visobert_06105,5913,1,emotion,emotion
fresh_visobert_00675,5914,0,,none
fresh_visobert_09841,5915,1,code_switching,code_switching
fresh_visobert_04411,5916,0,,none
fresh_visobert_09398,5917,0,,none
fresh_visobert_03440,5918,1,polarity,polarity
fresh_visobert_08688,5919,0,,none
fresh_visobert_00118,5920,0,,none
fresh_visobert_07088,5921,0,,none
fresh_visobert_08822,5922,0,,none
fresh_visobert_11766,5923,1,code_switching,code_switching
fresh_visobert_07934,5924,1,emotion,emotion
fresh_visobert_09191,5925,0,,none
fresh_visobert_10816,5926,1,emotion,emotion
fresh_visobert_00031,5927,0,,sarcasm
fresh_visobert_08938,5928,0,,none
fresh_visobert_09057,5929,1,implicit_sentiment,implicit_sentiment
fresh_visobert_02444,5930,0,,none
fresh_visobert_10572,5931,1,emotion,emotion
fresh_visobert_00346,5932,1,implicit_sentiment|polarity|emotion,"implicit_sentiment,polarity,emotion"
fresh_visobert_06970,5933,0,,none
fresh_visobert_00734,5934,1,emotion,emotion
fresh_visobert_07122,5935,0,,none
fresh_visobert_00205,5936,0,,none
fresh_visobert_09484,5937,0,,none
fresh_visobert_00852,5938,0,,none
fresh_visobert_05532,5939,0,,none
fresh_visobert_04245,5940,0,,none
fresh_visobert_01894,5941,1,polarity,polarity
fresh_visobert_02093,5942,0,,none
fresh_visobert_09697,5943,1,code_switching,code_switching
fresh_visobert_09798,5944,1,code_switching,code_switching
fresh_visobert_06782,5945,0,,none
fresh_visobert_07941,5946,0,,none
fresh_visobert_09071,5947,0,,none
fresh_visobert_03767,5948,1,polarity,polarity
fresh_visobert_09166,5949,0,,none
fresh_visobert_00870,5950,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_02215,5951,0,,none
fresh_visobert_11175,5952,0,,none
fresh_visobert_06135,5953,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11643,5954,0,,none
fresh_visobert_05710,5955,0,,none
fresh_visobert_08519,5956,1,code_switching,code_switching
fresh_visobert_07560,5957,1,mocking|polarity|emotion,"mocking,polarity,emotion"
fresh_visobert_07796,5958,0,,none
fresh_visobert_03424,5959,0,,none
fresh_visobert_06437,5960,0,,none
fresh_visobert_01728,5961,0,,none
fresh_visobert_00010,5962,0,,none
fresh_visobert_05552,5963,0,,none
fresh_visobert_05213,5964,1,polarity,polarity
fresh_visobert_08314,5965,0,,none
fresh_visobert_04624,5966,0,,none
fresh_visobert_07945,5967,0,,none
fresh_visobert_07940,5968,0,,none
fresh_visobert_06532,5969,1,idiom_figurative,idiom_figurative
fresh_visobert_00200,5970,0,,none
fresh_visobert_03183,5971,1,mocking|emotion,"mocking,emotion"
fresh_visobert_00254,5972,0,,none
fresh_visobert_05976,5973,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09226,5974,0,,none
fresh_visobert_00281,5975,1,mocking|emotion,"mocking,emotion"
fresh_visobert_04850,5976,0,,none
fresh_visobert_05689,5977,0,,none
fresh_visobert_06944,5978,1,emotion,emotion
fresh_visobert_07264,5979,0,,none
fresh_visobert_07678,5980,0,,none
fresh_visobert_00351,5981,1,code_switching,code_switching
fresh_visobert_02116,5982,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11725,5983,1,emotion,emotion
fresh_visobert_10373,5984,1,sarcasm,sarcasm
fresh_visobert_08575,5985,0,,none
fresh_visobert_11988,5986,0,,sarcasm
fresh_visobert_09233,5987,0,,none
fresh_visobert_07159,5988,0,,none
fresh_visobert_08677,5989,0,,none
fresh_visobert_02976,5990,0,,none
fresh_visobert_04328,5991,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09193,5992,0,,none
fresh_visobert_02311,5993,0,,none
fresh_visobert_02254,5994,1,emotion,emotion
fresh_visobert_04908,5995,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09054,5996,1,mocking,mocking
fresh_visobert_01974,5997,0,,none
fresh_visobert_05704,5998,1,emotion,emotion
fresh_visobert_07244,5999,0,,none
fresh_visobert_11243,6000,1,mocking,mocking
fresh_visobert_11113,6001,0,,none
fresh_visobert_02258,6002,1,polarity,polarity
fresh_visobert_11553,6003,0,,none
fresh_visobert_06318,6004,0,,none
fresh_visobert_01768,6005,0,,none
fresh_visobert_05055,6006,0,,none
fresh_visobert_02933,6007,0,,none
fresh_visobert_09385,6008,0,,none
fresh_visobert_02655,6009,0,,none
fresh_visobert_07922,6010,1,polarity|emotion,"polarity,emotion"
fresh_visobert_00958,6011,1,emotion,emotion
fresh_visobert_10155,6012,0,,none
fresh_visobert_09227,6013,1,idiom_figurative|mocking,"idiom_figurative,mocking"
fresh_visobert_00401,6014,1,implicit_sentiment,implicit_sentiment
fresh_visobert_05153,6015,0,,none
fresh_visobert_06555,6016,1,polarity,polarity
fresh_visobert_07904,6017,1,emotion,emotion
fresh_visobert_04420,6018,1,code_switching,code_switching
fresh_visobert_10881,6019,0,,none
fresh_visobert_08032,6020,0,,none
fresh_visobert_06966,6021,0,,none
fresh_visobert_02193,6022,0,,none
fresh_visobert_04334,6023,1,idiom_figurative,idiom_figurative
fresh_visobert_04192,6024,1,mocking|emotion,"mocking,emotion"
fresh_visobert_03744,6025,0,,none
fresh_visobert_05021,6026,0,,none
fresh_visobert_08432,6027,1,emotion,emotion
fresh_visobert_11081,6028,0,,none
fresh_visobert_07093,6029,1,emotion,emotion
fresh_visobert_03743,6030,0,,none
fresh_visobert_08566,6031,0,,none
fresh_visobert_05132,6032,0,,none
fresh_visobert_04024,6033,1,polarity,polarity
fresh_visobert_08433,6034,0,,none
fresh_visobert_06041,6035,0,,none
fresh_visobert_07969,6036,0,,none
fresh_visobert_05341,6037,0,,none
fresh_visobert_11933,6038,0,,none
fresh_visobert_04905,6039,0,,none
fresh_visobert_05564,6040,0,,none
fresh_visobert_03868,6041,0,,none
fresh_visobert_06961,6042,0,,none
fresh_visobert_09104,6043,0,,none
fresh_visobert_03728,6044,1,polarity|emotion,"polarity,emotion"
fresh_visobert_07123,6045,0,,none
fresh_visobert_09711,6046,1,polarity,polarity
fresh_visobert_04177,6047,0,,none
fresh_visobert_03236,6048,1,idiom_figurative,idiom_figurative
fresh_visobert_00780,6049,1,sarcasm|emotion,"sarcasm,emotion"
fresh_visobert_03273,6050,1,idiom_figurative|polarity,"idiom_figurative,polarity"
fresh_visobert_11884,6051,0,,none
fresh_visobert_04533,6052,0,,none
fresh_visobert_00257,6053,1,polarity|emotion,"polarity,emotion"
fresh_visobert_01063,6054,0,,none
fresh_visobert_07655,6055,0,,none
fresh_visobert_01922,6056,0,,none
fresh_visobert_02514,6057,0,,none
fresh_visobert_04511,6058,0,,none
fresh_visobert_01479,6059,0,,none
fresh_visobert_00687,6060,0,,none
fresh_visobert_05618,6061,1,code_switching,code_switching
fresh_visobert_07443,6062,0,,none
fresh_visobert_05347,6063,0,,none
fresh_visobert_06897,6064,0,,none
fresh_visobert_00648,6065,1,polarity|emotion,"polarity,emotion"
fresh_visobert_03019,6066,0,,none
fresh_visobert_09797,6067,0,,none
fresh_visobert_01412,6068,1,emotion,emotion
fresh_visobert_11782,6069,0,,none
fresh_visobert_04804,6070,0,,none
fresh_visobert_06270,6071,0,,none
fresh_visobert_11507,6072,0,,none
fresh_visobert_09852,6073,1,polarity,polarity
fresh_visobert_11024,6074,1,code_switching,code_switching
fresh_visobert_05642,6075,0,,none
fresh_visobert_05809,6076,0,,none
fresh_visobert_05254,6077,1,emotion,emotion
fresh_visobert_00365,6078,0,,none
fresh_visobert_11145,6079,1,emotion,emotion
fresh_visobert_08353,6080,1,polarity,polarity
fresh_visobert_01234,6081,0,,none
fresh_visobert_11023,6082,0,,none
fresh_visobert_07299,6083,1,idiom_figurative,"idiom_figurative,sarcasm"
fresh_visobert_10920,6084,1,emotion,emotion
fresh_visobert_00571,6085,0,,none
fresh_visobert_02963,6086,0,,none
fresh_visobert_02813,6087,0,,none
fresh_visobert_11134,6088,0,,none
fresh_visobert_04592,6089,0,,none
fresh_visobert_05487,6090,0,,none
fresh_visobert_09198,6091,0,,none
fresh_visobert_00585,6092,0,,none
fresh_visobert_10125,6093,1,emotion,emotion
fresh_visobert_06385,6094,0,,none
fresh_visobert_07271,6095,0,,none
fresh_visobert_01476,6096,1,emotion,emotion
fresh_visobert_00853,6097,0,,none
fresh_visobert_01469,6098,0,,none
fresh_visobert_01753,6099,1,emotion,emotion
fresh_visobert_00054,6100,0,,none
fresh_visobert_04803,6101,0,,none
fresh_visobert_02202,6102,0,,none
fresh_visobert_02565,6103,1,emotion,emotion
fresh_visobert_05849,6104,1,idiom_figurative,idiom_figurative
fresh_visobert_04475,6105,1,implicit_sentiment|polarity|emotion,"implicit_sentiment,polarity,emotion"
fresh_visobert_01089,6106,0,,none
fresh_visobert_02958,6107,0,,none
fresh_visobert_09236,6108,1,idiom_figurative,idiom_figurative
fresh_visobert_05986,6109,0,,none
fresh_visobert_01993,6110,1,polarity,polarity
fresh_visobert_07311,6111,0,,none
fresh_visobert_08027,6112,0,,none
fresh_visobert_09526,6113,1,emotion,emotion
fresh_visobert_09731,6114,0,,none
fresh_visobert_07357,6115,0,,none
fresh_visobert_07442,6116,1,emotion,emotion
fresh_visobert_05420,6117,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11326,6118,0,,none
fresh_visobert_02887,6119,1,idiom_figurative,idiom_figurative
fresh_visobert_02322,6120,0,,none
fresh_visobert_08065,6121,1,emotion,emotion
fresh_visobert_01344,6122,0,,none
fresh_visobert_01705,6123,0,,none
fresh_visobert_03220,6124,0,,none
fresh_visobert_00533,6125,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09077,6126,0,,none
fresh_visobert_03611,6127,1,mocking,mocking
fresh_visobert_03678,6128,0,,none
fresh_visobert_03590,6129,0,,none
fresh_visobert_04054,6130,0,,none
fresh_visobert_04097,6131,0,,none
fresh_visobert_08112,6132,0,,none
fresh_visobert_09916,6133,0,,none
fresh_visobert_11364,6134,1,emotion,emotion
fresh_visobert_01601,6135,0,,none
fresh_visobert_03105,6136,0,,none
fresh_visobert_06443,6137,1,polarity|emotion,"polarity,emotion"
fresh_visobert_02789,6138,0,,none
fresh_visobert_02892,6139,0,,none
fresh_visobert_10115,6140,0,,none
fresh_visobert_01069,6141,1,mocking|emotion,"mocking,emotion"
fresh_visobert_03551,6142,0,,none
fresh_visobert_03406,6143,0,,none
fresh_visobert_00858,6144,1,polarity,polarity
fresh_visobert_07436,6145,1,implicit_sentiment,implicit_sentiment
fresh_visobert_03538,6146,0,,none
fresh_visobert_01408,6147,0,,none
fresh_visobert_01604,6148,0,,none
fresh_visobert_03287,6149,0,,none
fresh_visobert_10289,6150,0,,none
fresh_visobert_04214,6151,0,,none
fresh_visobert_06024,6152,1,emotion,emotion
fresh_visobert_04194,6153,0,,none
fresh_visobert_04971,6154,0,,none
fresh_visobert_09103,6155,0,,none
fresh_visobert_00287,6156,0,,none
fresh_visobert_03813,6157,0,,none
fresh_visobert_07963,6158,0,,none
fresh_visobert_02715,6159,0,,none
fresh_visobert_02669,6160,0,,none
fresh_visobert_07635,6161,0,,none
fresh_visobert_08743,6162,1,mocking,mocking
fresh_visobert_06660,6163,0,,none
fresh_visobert_02485,6164,0,,none
fresh_visobert_09889,6165,0,,none
fresh_visobert_06612,6166,0,,none
fresh_visobert_04077,6167,0,,none
fresh_visobert_02145,6168,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11541,6169,0,,sarcasm
fresh_visobert_08120,6170,0,,none
fresh_visobert_02279,6171,1,mocking|emotion,"mocking,emotion"
fresh_visobert_10189,6172,0,,none
fresh_visobert_00848,6173,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09636,6174,1,idiom_figurative,idiom_figurative
fresh_visobert_03668,6175,0,,none
fresh_visobert_09897,6176,0,,none
fresh_visobert_03546,6177,0,,none
fresh_visobert_05088,6178,0,,none
fresh_visobert_11829,6179,1,polarity,polarity
fresh_visobert_11888,6180,0,,none
fresh_visobert_00531,6181,0,,none
fresh_visobert_00823,6182,0,,none
fresh_visobert_01672,6183,1,mocking|emotion,"mocking,emotion"
fresh_visobert_00000,6184,0,,none
fresh_visobert_03410,6185,0,,none
fresh_visobert_08950,6186,0,,none
fresh_visobert_04914,6187,1,mocking,mocking
fresh_visobert_06269,6188,0,,none
fresh_visobert_04590,6189,0,,none
fresh_visobert_04858,6190,0,,none
fresh_visobert_07773,6191,0,,none
fresh_visobert_01812,6192,0,,none
fresh_visobert_03212,6193,0,,none
fresh_visobert_00082,6194,1,emotion,emotion
fresh_visobert_01891,6195,0,,none
fresh_visobert_09440,6196,0,,none
fresh_visobert_00626,6197,0,,none
fresh_visobert_03995,6198,1,polarity,polarity
fresh_visobert_11723,6199,0,,none
fresh_visobert_04284,6200,0,,none
fresh_visobert_04816,6201,0,,none
fresh_visobert_05947,6202,0,,none
fresh_visobert_07316,6203,0,,none
fresh_visobert_07485,6204,0,,none
fresh_visobert_00421,6205,0,,none
fresh_visobert_09592,6206,0,,none
fresh_visobert_03318,6207,0,,none
fresh_visobert_11631,6208,0,,none
fresh_visobert_11780,6209,0,,none
fresh_visobert_05261,6210,0,,none
fresh_visobert_10732,6211,0,,none
fresh_visobert_10586,6212,1,code_switching,code_switching
fresh_visobert_00679,6213,1,emotion,emotion
fresh_visobert_11530,6214,0,,none
fresh_visobert_03509,6215,0,,none
fresh_visobert_01987,6216,0,,none
fresh_visobert_05330,6217,1,mocking|emotion,"mocking,emotion"
fresh_visobert_01525,6218,1,polarity|emotion,"polarity,emotion"
fresh_visobert_08080,6219,1,emotion,emotion
fresh_visobert_04057,6220,0,,none
fresh_visobert_10531,6221,1,polarity|emotion,"polarity,emotion"
fresh_visobert_01338,6222,1,idiom_figurative|polarity,"idiom_figurative,polarity"
fresh_visobert_07659,6223,0,,none
fresh_visobert_07401,6224,0,,none
fresh_visobert_08485,6225,0,,none
fresh_visobert_00407,6226,1,emotion,emotion
fresh_visobert_02606,6227,0,,none
fresh_visobert_03638,6228,0,,none
fresh_visobert_09351,6229,0,,none
fresh_visobert_03959,6230,0,,none
fresh_visobert_01960,6231,0,,none
fresh_visobert_02530,6232,0,,none
fresh_visobert_11414,6233,1,polarity,polarity
fresh_visobert_10967,6234,0,,sarcasm
fresh_visobert_04372,6235,0,,none
fresh_visobert_01844,6236,0,,none
fresh_visobert_03145,6237,1,idiom_figurative,idiom_figurative
fresh_visobert_03502,6238,0,,none
fresh_visobert_00661,6239,0,,none
fresh_visobert_01381,6240,0,,none
fresh_visobert_09170,6241,0,,none
fresh_visobert_08542,6242,0,,none
fresh_visobert_03522,6243,0,,none
fresh_visobert_04480,6244,0,,none
fresh_visobert_05994,6245,1,polarity,polarity
fresh_visobert_07277,6246,0,,none
fresh_visobert_06439,6247,0,,none
fresh_visobert_09549,6248,1,emotion,emotion
fresh_visobert_05404,6249,0,,none
fresh_visobert_03647,6250,0,,none
fresh_visobert_10415,6251,0,,none
fresh_visobert_09674,6252,0,,none
fresh_visobert_00004,6253,0,,none
fresh_visobert_10607,6254,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_01875,6255,0,,none
fresh_visobert_11981,6256,1,emotion,emotion
fresh_visobert_06723,6257,1,emotion,emotion
fresh_visobert_05042,6258,0,,none
fresh_visobert_09230,6259,1,emotion,emotion
fresh_visobert_06628,6260,1,mocking|polarity,"mocking,polarity"
fresh_visobert_09466,6261,1,polarity,polarity
fresh_visobert_00569,6262,0,,none
fresh_visobert_05073,6263,1,mocking,mocking
fresh_visobert_09427,6264,0,,none
fresh_visobert_05019,6265,1,sarcasm|mocking,"sarcasm,mocking"
fresh_visobert_09030,6266,1,mocking|emotion,"mocking,emotion"
fresh_visobert_03880,6267,1,code_switching,code_switching
fresh_visobert_09185,6268,1,code_switching|emotion,"code_switching,emotion"
fresh_visobert_03003,6269,0,,none
fresh_visobert_11093,6270,1,emotion,emotion
fresh_visobert_02994,6271,0,,none
fresh_visobert_06974,6272,0,,none
fresh_visobert_06694,6273,0,,none
fresh_visobert_07623,6274,1,polarity,polarity
fresh_visobert_07497,6275,0,,none
fresh_visobert_08306,6276,1,mocking|emotion,"mocking,emotion"
fresh_visobert_04405,6277,1,emotion,emotion
fresh_visobert_05429,6278,0,,none
fresh_visobert_08731,6279,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_01830,6280,0,,none
fresh_visobert_01678,6281,0,,none
fresh_visobert_11461,6282,0,,none
fresh_visobert_07384,6283,1,emotion,emotion
fresh_visobert_04636,6284,1,code_switching,code_switching
fresh_visobert_05620,6285,0,,none
fresh_visobert_04987,6286,0,,none
fresh_visobert_10941,6287,0,,none
fresh_visobert_10854,6288,1,polarity|emotion,"polarity,emotion"
fresh_visobert_04329,6289,0,,none
fresh_visobert_11605,6290,1,emotion,emotion
fresh_visobert_10644,6291,0,,none
fresh_visobert_02793,6292,0,,none
fresh_visobert_11939,6293,0,,none
fresh_visobert_04186,6294,0,,none
fresh_visobert_07667,6295,0,,none
fresh_visobert_06849,6296,0,,none
fresh_visobert_06506,6297,0,,none
fresh_visobert_10021,6298,0,,none
fresh_visobert_00526,6299,0,,none
fresh_visobert_08565,6300,0,,none
fresh_visobert_09180,6301,0,,none
fresh_visobert_06926,6302,1,implicit_sentiment|emotion,"implicit_sentiment,emotion"
fresh_visobert_01645,6303,0,,none
fresh_visobert_00461,6304,0,,none
fresh_visobert_09126,6305,0,,none
fresh_visobert_09506,6306,1,idiom_figurative,idiom_figurative
fresh_visobert_00512,6307,0,,none
fresh_visobert_00721,6308,1,code_switching,code_switching
fresh_visobert_11399,6309,0,,none
fresh_visobert_06840,6310,0,,none
fresh_visobert_10348,6311,0,,none
fresh_visobert_11535,6312,0,,none
fresh_visobert_07710,6313,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_03460,6314,1,implicit_sentiment|code_switching,"implicit_sentiment,code_switching"
fresh_visobert_08554,6315,0,,none
fresh_visobert_05109,6316,0,,none
fresh_visobert_08273,6317,1,polarity,polarity
fresh_visobert_06994,6318,0,,none
fresh_visobert_07776,6319,1,code_switching,code_switching
fresh_visobert_02476,6320,0,,none
fresh_visobert_00114,6321,0,,none
fresh_visobert_10111,6322,0,,none
fresh_visobert_04479,6323,0,,none
fresh_visobert_07207,6324,0,,none
fresh_visobert_05016,6325,1,polarity,polarity
fresh_visobert_02458,6326,1,emotion,emotion
fresh_visobert_08056,6327,0,,none
fresh_visobert_01736,6328,1,implicit_sentiment|idiom_figurative,"implicit_sentiment,idiom_figurative"
fresh_visobert_03414,6329,0,,none
fresh_visobert_03265,6330,0,,none
fresh_visobert_03724,6331,0,,none
fresh_visobert_11464,6332,0,,none
fresh_visobert_09386,6333,1,polarity,polarity
fresh_visobert_05773,6334,0,,none
fresh_visobert_11610,6335,1,sarcasm,sarcasm
fresh_visobert_02961,6336,0,,none
fresh_visobert_05705,6337,0,,none
fresh_visobert_11855,6338,0,,none
fresh_visobert_05036,6339,1,polarity,polarity
fresh_visobert_07731,6340,0,,none
fresh_visobert_01383,6341,0,,none
fresh_visobert_02878,6342,1,mocking,mocking
fresh_visobert_04947,6343,0,,none
fresh_visobert_04896,6344,0,,none
fresh_visobert_02770,6345,0,,none
fresh_visobert_09311,6346,0,,none
fresh_visobert_01118,6347,1,polarity,polarity
fresh_visobert_00292,6348,0,,none
fresh_visobert_10356,6349,0,,none
fresh_visobert_06564,6350,0,,none
fresh_visobert_01836,6351,1,code_switching|emotion,"code_switching,emotion"
fresh_visobert_02587,6352,1,mocking|emotion,"mocking,emotion"
fresh_visobert_05038,6353,0,,none
fresh_visobert_01282,6354,0,,none
fresh_visobert_10362,6355,0,,none
fresh_visobert_03360,6356,0,,none
fresh_visobert_10576,6357,0,,none
fresh_visobert_08084,6358,0,,none
fresh_visobert_00139,6359,0,,none
fresh_visobert_07005,6360,0,,none
fresh_visobert_09528,6361,0,,none
fresh_visobert_00620,6362,0,,none
fresh_visobert_10097,6363,1,sarcasm|polarity|emotion,"sarcasm,polarity,emotion"
fresh_visobert_08883,6364,0,,none
fresh_visobert_04833,6365,0,,none
fresh_visobert_11644,6366,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_05043,6367,0,,none
fresh_visobert_04553,6368,0,,none
fresh_visobert_02839,6369,0,,none
fresh_visobert_06918,6370,0,,none
fresh_visobert_08851,6371,0,,none
fresh_visobert_09869,6372,0,,none
fresh_visobert_10046,6373,1,emotion,emotion
fresh_visobert_00559,6374,0,,none
fresh_visobert_11003,6375,0,,none
fresh_visobert_10419,6376,0,,none
fresh_visobert_05424,6377,0,,none
fresh_visobert_00639,6378,1,idiom_figurative,idiom_figurative
fresh_visobert_03972,6379,0,,none
fresh_visobert_07935,6380,0,,none
fresh_visobert_03286,6381,0,,none
fresh_visobert_10354,6382,1,emotion,emotion
fresh_visobert_06114,6383,0,,none
fresh_visobert_09087,6384,0,,none
fresh_visobert_10994,6385,1,code_switching,code_switching
fresh_visobert_03390,6386,0,,none
fresh_visobert_07933,6387,0,,none
fresh_visobert_02607,6388,1,polarity|emotion,"polarity,emotion"
fresh_visobert_06291,6389,0,,none
fresh_visobert_03044,6390,0,,none
fresh_visobert_11889,6391,0,,none
fresh_visobert_05750,6392,0,,none
fresh_visobert_02588,6393,1,polarity|emotion,"polarity,emotion"
fresh_visobert_07532,6394,0,,none
fresh_visobert_05507,6395,0,,none
fresh_visobert_03954,6396,0,,none
fresh_visobert_03248,6397,0,,none
fresh_visobert_05453,6398,1,idiom_figurative,idiom_figurative
fresh_visobert_10665,6399,1,emotion,emotion
fresh_visobert_05787,6400,0,,none
fresh_visobert_05278,6401,0,,none
fresh_visobert_11759,6402,0,,none
fresh_visobert_01907,6403,1,code_switching,code_switching
fresh_visobert_04269,6404,0,,none
fresh_visobert_11859,6405,0,,none
fresh_visobert_07479,6406,1,emotion,emotion
fresh_visobert_05426,6407,0,,none
fresh_visobert_09359,6408,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_00101,6409,1,code_switching,code_switching
fresh_visobert_03968,6410,0,,none
fresh_visobert_07382,6411,1,code_switching,code_switching
fresh_visobert_02703,6412,0,,none
fresh_visobert_06749,6413,0,,none
fresh_visobert_10306,6414,0,,none
fresh_visobert_01787,6415,1,polarity,polarity
fresh_visobert_00682,6416,0,,none
fresh_visobert_01183,6417,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_10458,6418,0,,none
fresh_visobert_10390,6419,1,polarity|emotion,"polarity,emotion"
fresh_visobert_11656,6420,0,,none
fresh_visobert_03193,6421,0,,none
fresh_visobert_09744,6422,1,emotion,emotion
fresh_visobert_09194,6423,0,,none
fresh_visobert_11649,6424,1,mocking,mocking
fresh_visobert_00329,6425,1,code_switching|emotion,"code_switching,emotion"
fresh_visobert_01454,6426,1,idiom_figurative,idiom_figurative
fresh_visobert_00202,6427,0,,none
fresh_visobert_07501,6428,0,,none
fresh_visobert_01030,6429,0,,none
fresh_visobert_04877,6430,0,,none
fresh_visobert_05454,6431,0,,none
fresh_visobert_01155,6432,0,,none
fresh_visobert_09763,6433,1,emotion,emotion
fresh_visobert_01769,6434,0,,none
fresh_visobert_09050,6435,0,,none
fresh_visobert_10705,6436,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_10902,6437,0,,none
fresh_visobert_10582,6438,0,,none
fresh_visobert_01846,6439,0,,none
fresh_visobert_03448,6440,0,,none
fresh_visobert_04285,6441,1,emotion,emotion
fresh_visobert_03555,6442,0,,none
fresh_visobert_08269,6443,0,,none
fresh_visobert_06640,6444,0,,none
fresh_visobert_02244,6445,0,,none
fresh_visobert_07031,6446,0,,none
fresh_visobert_02306,6447,1,mocking|emotion,"mocking,emotion"
fresh_visobert_07601,6448,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_10766,6449,0,,none
fresh_visobert_08199,6450,1,emotion,emotion
fresh_visobert_04431,6451,0,,none
fresh_visobert_11671,6452,0,,none
fresh_visobert_07256,6453,0,,none
fresh_visobert_11662,6454,1,code_switching,code_switching
fresh_visobert_08357,6455,0,,none
fresh_visobert_11025,6456,0,,none
fresh_visobert_11659,6457,1,mocking|polarity|emotion,"mocking,polarity,emotion"
fresh_visobert_07542,6458,0,,none
fresh_visobert_06504,6459,0,,none
fresh_visobert_10573,6460,0,,none
fresh_visobert_01107,6461,1,idiom_figurative,idiom_figurative
fresh_visobert_07850,6462,1,emotion,emotion
fresh_visobert_01719,6463,0,,none
fresh_visobert_05268,6464,0,,none
fresh_visobert_06360,6465,0,,none
fresh_visobert_04166,6466,0,,none
fresh_visobert_02649,6467,1,emotion,emotion
fresh_visobert_04362,6468,0,,none
fresh_visobert_11764,6469,1,polarity,polarity
fresh_visobert_09397,6470,0,,none
fresh_visobert_04484,6471,0,,none
fresh_visobert_08361,6472,0,,none
fresh_visobert_09694,6473,1,polarity|emotion,"polarity,emotion"
fresh_visobert_00436,6474,0,,none
fresh_visobert_09539,6475,1,emotion,emotion
fresh_visobert_05985,6476,1,emotion,emotion
fresh_visobert_04006,6477,0,,none
