id,comment,label
train_000272, Đóng gói sản phẩm rất đẹp và chắc chắn. Mình chưa dùng nên chưa rõ chất lượng nhưng hy vọng sẽ tốt. Thanks shop,positive
train_009952, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền,positive
train_003693, Chất lượng sản phẩm rất kém. Sạc không vào pin. ,negative
train_006637,Cố ý giao kính bể rồi viện lý do,negative
train_005720,truyện cầm đã tay nhưng khi coi xem bìa bên trong thì lại thấy móp méo và ko có xốp bảo vệ gì cả coi họ bóc hộp thì họ hộp to có xốp nhưng đây lại ko có và cũng ko có mã code,negative
train_011155,Good. Cho sp 5 sao. Còn độ bền thì th.gian mới biết. M.ng lưu ý đây là xà gắn tường nhờ lực ma sát và lực ép nên m.ng lên youtube xem kỹ hướng dẫn cách lắp theo chiều tay tập để đảm bảo an toàn nhá. ,positive
train_014554,Không ổn cho lắm.. nói đường làm nẻo. Sản phẩm không tốt,negative
train_010891,"Sau khi xem c Changmakeup swatch cây này là mình mê r ! Lại đúng đợt tiki giảm giá còn 99k ! Không suy nghĩ gì đặt liền 2 cây 
Màu cây cherry bang bang lên môi đánh lòng môi cực đẹp
Màu san hô cũng rất lạ , dễ thương 
Lên môi rất mượt mà không bị khô
Chỉ có điều không biết phải do bên giao hàng không , cây màu đỏ của mình bị cấn , mềm , và gãy 1 tí ! Tiếc lắm
SON rất đáng để mua  ráng để dành mua hết các màu còn lại",negative
train_002148, Chất lượng sản phẩm tuyệt vời móc hơi mỏng,positive
train_012124,K đc tặng pin đtu,positive
train_015441,Dùng thích lắm. Tiện lợi mang đi khắp nơi đc,positive
train_006794,Sản phẩm đẹp nhưng dùng sau 1 thời gian ( 1 tháng) thì bị ko ăn bếp điện nữa. có vẻ chiên xào mùi vị k ngon bằng chảo bt,negative
train_010625,HÀNG DẸP NHƯNG SIZE KHÔNG ĐÚNG,neutral
train_005196," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.
Shop dong goi dep can than, giao nhanh 
Chu shop nhiet tinh. ",positive
train_006490,"Đồng hồ đẹp lắm ạ 
Thakiu shop nhiều ",positive
train_000065,Đặt tat bé giao tat nguoi lon .giao lộn hỏi k tl ,negative
train_004171,Thiếu hàng mà shop k báo,negative
train_007413,Đi lên chân đẹp gọn chân. May mà mình đặt tăng lên 1 cỡ nên đi rất vừa,positive
train_014873,Giòn v o mặn.ngon,positive
train_005328,Vãi cả ra.....đồng hồ mới nhậ j mà rớt cái hột đá ở số 8 mất oy...wa tệ Rất không đáng tiền ,negative
train_001547,Sản phẩm đẹp mình rất ưng,positive
train_004136,Loa rất đẹp âm thanh êm chất lượng tốt so với giá ,positive
train_008936,Đồng hồ siêu xinh luôn nhìn hình mình tưởng bảng to ai dè đeo rất sang và thanh ,positive
train_003263,"Máy gọn nhẹ dùng ngon chịu khó ấn vô da cạo mới sạch hơn.Mua lúc khuyến mãi còn 300k, bạn bè thấy cũng thích.
Nói chung là OK, nhưng tiki nên bán thêm lưỡi thay hoặc cho địa chỉ mua.
Nhận xét gì mà phải tối thiểu 50 từ. Bất hợp lý!",neutral
train_003746,mua 3 râu về thành 2 râu,neutral
train_015390,Giao thiếu mặt nạ,negative
train_006707,Shop tư vấn nhiệt tình.Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tốt. 5 sao nha,positive
train_002072,Có một vài trang sách bị mất chữ do lỗi in ấn. Một vài trang thì giấy rất mỏng nên chữ bị nhòe. Về nội dung thì mình không bàn nữa. Một tác phẩm hay.,negative
train_002655,Giao k đủ bộ như hình thiếu đồ làm sao lắp ráp được? Nhắn cho shop lại còn bảo là giao đúng rồi. Làm ăn kì quá,negative
train_009468,Hơi han gỉ,positive
train_004169, Đóng gói sản phẩm rất đẹp và chắc chắn. Màu son lên đẹp. Khá là thích,positive
train_000869,Hang k nhu hình hang k ro nguồn goc Chất lượng sản phẩm rất kém,negative
train_009914,Mình định mua cáp sạc nhưng lại mua nhầm sp này. Cho hỏi có tác dụng j vậy. @@!,negative
train_009013,Vải xấu ko đẹp,negative
train_014391,Rõ ràng là combo trên hình là 3 bộ kẻ mà giao hàng chỉ có 1 bộ kẻ còn 2 bộ kiểu khác. Rất k hài lòng,neutral
train_005117,đồng hồ bị hư  giao hàng thiêu 1 máy sấy...ib nhưng k tlcách giải quýêt rất tệ mua hàng shỏpee cực kỳ nhíu..thật sự bức xúc về shop,negative
train_015753, Chất lượng sản phẩm tuyệt vời đẹp lắm e rất thích,positive
train_008058,Lúc mua mình có coi review trên mạng. Dòng sản phẩm này xài khá ổn tuy nhiên đây hẳn là dòng hàng cho người châu á nên hình dáng cây son khác với các dòng trên mạng của l'oreal tất nhiên chất lượng cũng ko được bằng. Mình mua màu 28 nhưng màu đánh lên là hồng tím hơi khác so với màu chọn.,neutral
train_002971,Mua ve k xai dc ....te qua,negative
train_001377,Gọi là chấp nhận dc ,positive
train_007350,Giày đẹp. Giá 169k quá tuyệtđóng gói ok,positive
train_002609, Chất lượng sản phẩm rất kém. Giao hàng đặt 11 số giao 10 số. Mạng kém không vào nổi facebook. Cần được đổi trả hàng,negative
train_014723,Giao hàg nhanh sim kích hoạt trước vài ngày quá ổn. Đky chính chủ lại là ok,positive
train_007794,Rất tươi và ngon,positive
train_001665,chay ko dc manh cho lam,negative
train_003813, Chất lượng sản phẩm tuyệt vời Áo đẹp mỗi cái ko có túi,positive
train_011383,Son lên màu đẹp mà mịn chất son dòng này thì khỏi bàn rồi.  Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,positive
train_008251,Kệ k đánh số không biết ghép ,positive
train_003888, Chất lượng sản phẩm rất kém. Mới rửa tay đụng nước nhẹ chưa được 10 giây là vô nước.,negative
train_002874,kém bị ngứa do sản phẩm kém chất lượng,negative
train_000882,Hàng tốt cám ơn shop nhờ có cái này mà con mình uống nước dễ dàng hơn,positive
train_009931, Chất lượng sản phẩm tuyệt vời đẹp chắc chắn,positive
train_011540,Chất lượng sản phẩm tuyệt vời. Feedback cho shop nè 🤣🤣,positive
train_007877,Ko giống mô tả ko kết nối wifi,negative
train_014864, Chất lượng sản phẩm rất kémHÀNG FAKE !!! KHUYÊN MỌI NGƯỜI K NÊN MUA,negative
train_002059,Tạm được so với giá tiền. Mua đc các bạn ạ.,neutral
train_013246,Mua 1 đôi.dùng thích nhưng có 1 chiếc bị nhanh mất 2h k chỉnh đúng được.,neutral
train_013313, Chất lượng sản phẩm tuyệt vời. Xà xài tốt .  Đóng gói sản phẩm rất đẹp và chắc chắn . Đệm mút chắc chắn,positive
train_002961,Giày đẹp  size 39 nhưng phom  to quá to  mang không vừa Shop vui lòng cho đổi  size nhỏ hơn nhé  cảm ơn  ,negative
train_005690,Sản phẩm mình mua dùng loa tậm tịt lắm.tìm trang bảo hành thì không tồn tại.dùng chậm lắm...nói chung là tiền nào của ấykhông ra sao,negative
train_007953,Cắt chưa hết cái đầu là tông đơ ko ăn tóc đem giục lun,negative
train_015482,Sách hay đẹp bổ ích,positive
train_009740,Sản phẩm đẹp hơn so với giá tiền ,positive
train_006966,"Giá tốt. Rẻ hơn so với mua bên ngoài
",positive
train_011172,Chat shop lâu rep tin nhắn nhưng bù lại ốp rất đẹp và xinh nên cho luôn 5 sao.  Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Chất lượng sản phẩm tuyệt vời,positive
train_003511,Sản phẩm quá kém ,negative
train_000520,"Mình ngửi đc mùi nọc ong rất thơm :v 
Dùng làm khô nhân mụn đẩy mụn khá nhanh  không làm căng da . Ngoại trừ lúc mát xa có hơi đỏ xát một chút vì mình qen dùng clinque nó nhẹ nhẹ rồi  nhưng mà không thấy có tác động nào khác . Gel mướt thấm nhanh  mụn trên mặt mình bớt đau sưng  thích lắm ạ",positive
train_007262, Chất lượng sản phẩm tạm được giao hàng chậm quá.,negative
train_005788,OK đẹp hơn trong hình. Chất liệu gia công hơi tệ. Giày nặng đế cứng k thoải mái lắm. Nhưng với tầm giá thì k đòi hỏi nhiều đc xứng đáng 5 *,positive
train_013271, Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh  Màu son lên đẹp lắm ạ,positive
train_012973, Chất lượng sản phẩm tuyệt vời các bạn nào nên mua đẹp  mang rất êm chân,positive
train_014307,đóng gói hàng không chắc chắn hàng bị đổ ra ngoài,negative
train_014302,Sách nhìn cũ bìa bị ố chỉ được bọc trong lớp giấy báo mà không có lớp màng ni lông,negative
train_008212,Đặt xl quần mà giao newborn 90+6,negative
train_011117, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp sang pham gât tôt Đóng gói sản phẩm rất đẹp và chắc chắn,positive
train_008118,thanh chắn chắc chắn nhưng phần tay kéo gập thanh xuống hơi khó mở ,neutral
train_010939, Rất không đáng tiền Rất tệ,negative
train_010373, Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Thế nhưng hộp sữa vẫn bị móp 1 phần nhỏ k thể do vận chuyển đc,negative
train_004141, Đóng gói sản phẩm rất đẹp và chắc chắn Chỉ thời gian giao hàng hơi lâu còn lại rất ưng shop,positive
train_009820, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh. Ok,positive
train_013782,Thất vọng vì shop quá . Hàng gì mà đẹp đẹp thế k biết  ai mà chịu nổi trời 😘😘😘,neutral
train_005233,S Chất lượng sản phẩm rất kém.gãy bể tùm lum.thui phụ tùng .gọi shop shop noi k lien quan.làm ăn k co. Trách nhiệm .kẻ ra k cho sao nào luôn.chat luong kem.shop an noi k ra gi.nhua toan nhua phé thsi.CÓ CẦN TÔI CHỤP THỜI GIAN TÔI NOI CHUYỆN VOI CHI K.TOI CÒN ĐIỆN CHO CHI 2 cuộc chu k fai 1 cuộc nh,negative
train_009011,Kẹo ngon lắm shop,positive
train_014136,Tốt mà rẻ. Sp như ảnh luôn,positive
train_015829, Chất lượng sản phẩm tuyệt vời  Rất đáng tiền  Thời gian giao hàng rất nhanh  rất hài lòng về sản phẩm  mong shop sẽ phát triển hơn nữa  ,positive
train_004949,"Tôi tin chắc rằng bạn là một người trẻ , giỏi , được đào tạo bài bản , chuyên nghiệp , một ngày nào đó bạn sẽ kiếm được nhiều tiền .",negative
train_014849,Chất lượng tốt xay cũng tương đối ổn nhưng cũng ko được nhuyễn cho lắm,neutral
train_004964, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Sẽ ủng hộ shop nhiều,positive
train_000305,đặt trưa hqua trưa hnay có hàng làm ăn rất mau lẹ 5 sao,neutral
train_003804,Shop nên nghỉ bán đi là vừa  gian manh vừa thôi. ,negative
train_015494,Kem lỏng khô da k che được khuyết điểm nói chung mọi người đừng mua m mua về vứt xó,negative
train_014217, Chất lượng sản phẩm tuyệt vời  Rất đáng tiền. Đẹp lắm,positive
train_006917,Có thể nguyên tác hay và chắc chắn nó phải hay cũng chính vì thế mà mới được đón nhận. Tuy vậy tôi sẽ cố gắng ghi nhớ tên những dịch giả này với cách viết giòn gãy và không gây được một chút thú vị nào cho người đọc. Trên mọi hệ quy chiếu cuốn sách đều dài và sự không mướt mát làm tôi không thể đi hết chặng đường ít có gì để đọng lại.,negative
train_012145,Hơi trầyyêu cầu đỏ trắng giao đỏ đen,neutral
train_001743,Đồng hồ hồ ko đúng mẫu ghi ghi day nu gui ve day nam,negative
train_004315,Sp B300 5 cánh (30 cm) 3 tốc độ 47w đó là quảng cáo trong chi tiết nhưng khi nhận được hàng thì khác hoàn toàn quạt 3 cánh nhỏ 3 nút bấm tốc độ nhưng thực tế chỉ sử dụng được 2 nút và 1 tốc độ công xuất 33w thật thất vọng tôi đã mua 2 cây quạt đứng loại trung rất ok nhưng lần này thất vọn.,negative
train_012072,"""Giá hoang tưởng rồi ,giá này dân game sẽ bay qua Alienware với Msi Gt80 Titan...""",negative
train_008142,Sp m nhận dk k giống trong ảnh .cả quai đằng đằng sau hay tổng thể. Mặc dù nói ham của rẻ nhưng vẫn rất thất vọng.,neutral
train_010532,Tôi thấy trong quyển sách này. Tác giả nêu ra một con đường tât để đạt Tự do tài chính. trong 52 tuần ... như một giấc mơ. Tính khả thi là rất thấp. ví dụ như ở tuần 8 bắt đầu trao dồi học vấn đến tuần 20 tức là khoảng 3 tháng sau thì kiếm ra 1 triệu đô la dâud tiên ... nghe thật hàn lâm. Tuần 23 kiểm soát sự giàu có của bạn và tuần 24 thì mua BĐS không tốn 1 xu... đọc đến đây thấy mất hứng nên ngưng đọc luôn. ^_^,negative
train_006004, Chất lượng sản phẩm kém Hình in nhoè ,negative
train_011781,Đẹp lắm xứng với giá tiền,positive
train_004953,Balo đẹp mịn  chắc chắn.  Bé nhà mình thích lắm  đòi đeo suốt ngày.  Buồn cười lắm,positive
train_014630, Chất lượng sản phẩm tuyệt vời chủ shop cũng tuyệt vời,positive
train_008862,Mới mua mà dùng không được rồi đèn không sáng nản quá...,negative
train_001117, Chất lượng sản phẩm tuyệt vời. Mua lại lần 2 sản phẩm sữa dưỡng muji của shop rồi. Dùng rất tốt. Chúc shop mãi là nơi để chị em chúng mình ghé tới mỗi khi mua mỹ phẩm.dưỡng da.,positive
train_012841,"""Mình thích Sony nhất. Nghe nhạc hay chụp ảnh nét màn hình mịn, chống nước nựa, nói chung là sony đẳng cấp""",positive
train_015688,Cug dc ..vải hơi mỏng.tien nao cua nay!,positive
train_000390,Hàng giao không đúng chất lượng  gủi không đúng công suất còn bị bể nữa  qua thất vọng,negative
train_007718,Quá sơ suất do ko chịu đọc đánh giá của người mua trước với lại nghi là của Bobby office nên cung nghi là hàng chính hãng nhận đc hàng quá là thất vọng😡 bỉm ko như mình đã mua trc đó Như là bỉm giả vậy mọi người nên cân nhắc trước khi mua..   Chất lượng sản phẩm rất kém Rất không đáng tiền,negative
train_013582,Đặt màu đỏ thì giao màu đen,negative
train_013242,Sách ko thú vị tệ nhất là ko có tên nhân vật khá là thất vọng.,negative
train_010584,Mình là fan tiểu thuyết nhật nhưng khi đọc cuốn sách này phải nói là rất khó đọc. Hoặc vì dịch giả hoặc vì lựa những mẫu truyện chưa thật xuất sắc. Nói chung là rất rất khó đọc.,negative
train_014655,không thấy thơm hương trầm j mà chỉ nghe mùi như hoá chất tạo mùi ấy không như nhang trầm.,negative
train_008320, Shop phục vụ rất tốt thêm khóa dây đồng nữa thì đẹp phần tay xách có thêm đinh giữ nữa thì chắc chắn và đội giá lên chút vẫn ok. Cảm ơn shop,positive
train_010883,Mẫu không giống hình đăng đâu thấy hình con thú dể thương mới đặt và nghĩ sẽ được giao 1 trong số hình shop đăng ai dè.  Đã chat với shop nói nữ xài mà shop giao mẫu như vậy. Thất vọng,negative
train_006577,Giày đẹp giống hình giao hàng nhanh rất đáng tiền 👍. Chỉ tiếc là có 1 đôi bị lỗi một tí ở bên hông nhưng chấp nhận được 👌👌👌. Cho 5 sao sau này sẽ order tiếp ☺️☺️☺️,positive
train_015252,Mình đặt váy xanh size M mà bạn giao size L vải thì đẹp,neutral
train_013983,"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh
Giày đẹp lắm shop ơi ♥️",positive
train_009373,Quả rất to nhé.  Chất lượng sản phẩm tuyệt vời,positive
train_004102,Rất ưng ý cách shop đóng gói sản phẩm rất đẹp và chắc chắn bọc xốp bong bóng chắc sản phẩm không bao giờ bị tràn đổ. Shop phục vụ rất tốt Rất đáng tiền,positive
train_005738,"Sản phẩm kém 
Mới nhận mặt xước 
K ưng ",negative
train_000860,C chủ và nhân viên dễ thương vui vẻ sẽ ủng hộ dài dài,positive
train_002705,Cài đặt thử các kiểu nhưng vẫn không nhận mạng,neutral
train_003865, Chất lượng sản phẩm rất kém. Đúng giá fs.  Shop phục vụ rất kém,negative
train_015051," Chất lượng sản phẩm rất kém
Pin như lol dùng được 3 hôm thì hỏng",negative
train_013811,giày đẹp lắm giá cả hợp lý ,positive
train_005041, Chất lượng sản phẩm rất kém tôi khi tô màu nước vào thì nó lại ko chống còn bắt đầu lem màu ra giấy khi gỡ keo ra thì lại lm rách giấy tôi ko thích sản phẩm này,negative
train_005112,"""Chán dòng zenfone lam roi. Đủ thứ các lỗi""",neutral
train_005645, Đóng gói sản phẩm rất đẹp và chắc chắn tuy nhiên Thời gian giao hàng lâu quá,positive
train_013886," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền
Chỉ có điều là đặt màu xanh mà lại giao màu hồng 😫",positive
train_000231,Hàng tương đối ok  Rất đáng tiền,positive
train_010241,Sản phẩm tuyệt vời lắm,positive
train_006765,"""Hì, đi ngủ thì vẫn có chuyển động, lăn qua lăn lại các kiểu chứ nhỉ? Nhưng nó chung là nói tính giỏi, như mình 11h lên giường nằm ôm đt cả tiếng, đến 12h đi ngủ thì sáng hôm sau dậy thấy nó báo bắt đầu ngủ từ 12h, có lệch cũng chỉ lệch dưới 5p, phải nói là quá tốt.""",neutral
train_006840,Quạt mình nhận hôm t7 mà hqua đã đơ chạy đc vài phút tự tắt rồi,negative
train_010407,Đóng gói chắc chắn sp tốt ko bị tràn đổ mùi thơm dễ chịu ạ,positive
train_011483, Đóng gói sản phẩm rất đẹp và chắc chắn .giày giống trong hình nhưng đế giày cứng ,negative
train_006064,không bằng pin rin nhưng vẫn sài tốt so với tầm giá cảm ơn shop!,neutral
train_012682,"Truyện có nội dung chán có cảm giác ở vấn đề nầy lại chuyển wa khác không thấy chân thật Gainr Huệ vì yêu đến tự sát? Nhảm! Nữ chính trẻ con chán thiếu thực tế nam chính lại nhu nhược bỏ đi là tốt nhất. Thấy thất vọng vì mua cuốn này

",negative
train_001967,Đô qua xâu . Đang le không co sao nao luôn ma bât buôc phai co 1 sao. O hinh quay video nhin cung ok . Gui đô vê đi đô xâu da mang. Chi em nao mua . Nho rut kinh nhiêm kêu cho em hang truoc nha. Đung đê nhu minh mua xong vê bo,negative
train_000626,sáng thua 7w của hãng khác,negative
train_002322,Tại sao mua chính hãng mà hàng lại bóc hộp ra hơi thất vọng và quá thất vọng Chất lượng sản phẩm kém,negative
train_009905, Mình rất thích. Cảm ơn shop nhé. Chất lượng sản phẩm tuyệt vời . Đóng gói sản phẩm rất đẹp và chắc chắn. ,positive
train_005301,Rất nhiều lần sạc qua đêm nhưng vẫn không sạc đầy pin được. Không phải là sạc chậm 10% cuối như sạc zin mà là không sạc đầy được.,negative
train_014229,Hàng không như ý lắm. Tiền nào của đó. ,negative
train_004825,Lần trước mua shop khác dc sp tốt mà đắt hơn có 20k. Tưởng đâu shop này bán rẻ hơn hoá ra là hàng rởm,neutral
train_006964,"""Bàn Phím Vật Lý vẫn ở lại, và Blackberry phải ra đi khỏi thị trường 1 sớm 1 chiều thôi. Nếu như Blackberry có Tài Chính mạnh để Duy Trì thì hãy cứ tiếp tục theo đuổi điều mà số đông Ng Sử Dụng ko thích. Tài Chính cạn kiệt, mà BB ko có sản phẩm Thuần Cảm Ứng Android để chạy theo xu hướng yêu thích của số đông ng dùng trên thị trường, chỉ có nước Ngỏi của Tỏi.Nói thực, cái Bàn Phím Vật Lý của Blackberry đã quá lỗi thời, xuất hiện trên chiếc Smartphone ko phù hợp, nhìn thô thiển khỏi phải bàn. Làm Kinh Doanh, mục đích chính ngoài Chất Lượng, còn phải có chú trọng sở thích của Khách Hàng mới đem về Doanh Thu. Sản phẩm sản xuất ra, chỉ để đáp ứng cho thiểu số ng dùng, thì BB chuẩn bị Bán Thân cho TQ 1 sớm, 1 chiều, với giá như bèo, là điều khó tránh.""",neutral
train_004202,Gói hàng cũng tốt  sp i hình   tư vấn tận tình  chị chủ dễ thương với khách.  Nhưng sản phẩm k có the the thơm mát của bạc hà .  Kẹo chỉ chua chua ngọt ngọt như kẹo của mấy đứa nhỏ ăn thôi !  Chỉ có ưu điểm là mùi vị thơm lâu  ăn khoảng 20' mà vị nho vẫn còn thoang thoảng trong miệng.  ,neutral
train_010689,Kh đat 10 cai moi màu mot cai nhung hok đua kh dung nhu zay ... khong dung nhu mong doi ... rat tiec ..... hok đat yeu cau ... mau hok giong nhu hình da dang,negative
train_008903,Trả tiền nhưng ko giao hàng,negative
train_005538," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn
OK. Rất hài lòng ",positive
train_005239,chất liệu da k đẹp,negative
train_015576,Ui dùng được 3 lần máy đã hỏng chán kinh,negative
train_002474,đóng gói giầy không cẩn thận 3 đôi giầy đóng vào 2 hộp lồng vào nhau (tiết kiệm quá) giầy không lót bẹp méo hết nhin rất xấu,neutral
train_001137,Kính xịn dễ sợ kính full box ma bị tróc nước roi.lân trc dat 1 đơn thì giao thíu hag,negative
train_012627, Chất lượng sản phẩm kém. 01 túi bên phải đã bị rách đường may. ,negative
train_010658, Chất lượng sản phẩm tuyệt vời giá cả hợp lý  Thời gian giao hàng rất nhanh,positive
train_010560,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn. Rất đáng tiền bỏ ra 👍,positive
train_009947," Đóng gói sản phẩm rất đẹp và chắc chắn. Thời gian giao hàng hơi lâu
",positive
train_000318,Bắp tay bắp chân dùng có tác dụng nhanh tiếc mỗi bụng mình rạn k dùng dc vì quá ngứa 🙄 Nói chung ok  Chất lượng sản phẩm tuyệt vời,positive
train_009214,Chat luong cung tot lam.rat hop tui tien.,positive
train_012744,Sản phẩm oke lắm cho shop 5sao,positive
train_008462,Hàng kép chất lượng . Mua 2 con cá cho bé sài đc 1 con 1 con hư . ,positive
train_007550, Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời. Shop còn tặng thêm sample nữa.  Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,positive
train_003660,Túi bỉm đựng ngoài bị rách  1 vết khá to. Vết rách chắn chắn do rách trước,neutral
train_000301,Giay rot hot ,neutral
train_009398,Dùng ok lắm.đóng gói cẩn thận . Đẹp. Giao hàng nhanh.không biết có bền ko nhưng sẽ ủng hộ shop dài dài,positive
train_004187,Hàng chất lượng uy tín có nguồn gốc rõ ràng nên rất yên tâm. Chị chủ nhiệt tình lắm lắm!! Hên là gặp dc shop uy tín để mua lâu dài!! Ahihi,positive
train_014333,sẽ ủng hộ shop nhiều ,positive
train_013625," Chất lượng sản phẩm tuyệt vời Gà ngon thơm Đóng gói sản phẩm rất đẹp và chắc chắn 
Hơi cay xí nữa thì tuyệt 
🙌🙌🙌🙌",positive
train_001612,Máy chạy rất êm. đẹp ko chê vào đâu đk,positive
train_014309, Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.vua tui tiencó dip se ủng hộ shop nữa,positive
train_014730, Shop phục vụ kém. Nhân viên giao hàng chưa có kinh nghiệm giao hàng tới nơi gọi ra lấy đứng đợi cả buổi trời k kím ra đc cục hàng . Đã v chỉ địa chỉ nhà thì k bit . Cảm thấy k hài lòng chút nào .,neutral
train_010002,Mình đặt combo G20 lại nhận đk chuột R8 mong shop chú ý hơn,neutral
train_003411,cực kì đẹp !,positive
train_003265,K phải auth. Mình dùng bị nổi mẩn đỏ,neutral
train_008501," Chất lượng sản phẩm tuyệt vời tiền nào của đấy 

 Chất lượng sản phẩm tuyệt vời",positive
train_002379,Hàng kém chất luơng mở hộp ra đã thấy bụi ở trong mặt đồng hồ,negative
train_015011,"""Em từng dùng s4 s5 s7e và giờ em đang dùng 6s plus. Em nghĩ ip đủ đáp ứng nhu cầu của một người bình thường và bền hơn theo thời gian (đỡ bị đơ hơn chứ không phải rớt hay ngụp lặn dưới nước ạ)""",neutral
train_008155, Chất lượng sản phẩm kém k giống mùi cây đã từng xài lượng son trong ống k hiểu sao rất ít dùng 2 3 lần đã vơi bớt nhiều.,negative
train_003664,Đông hồ đẹp. Rất ưng ,positive
train_014237, Chất lượng sản phẩm Không như mình nghĩ. Tưởng đế bằng cao su mềm  Shop phục vụ rất tốt.,positive
train_007366,tôi muốn đổi loa sạc mãi không vào pin tôi muốn đổi sản phẩm khác hoặc các bạn hoàn trả tôi tiền,negative
train_005033,Bôi lên là thấy tóc mềm mượt liền. Rất hiệu quả mùi đào rất thơm mát.,positive
train_004704,Hang test ok Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanhcon de thoi gian tra loi nua ,positive
train_004324,thất vọng ko đúng kích thước thực,negative
train_006739, Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém. Đóng gói sản phẩm rất kém,negative
train_013901,Dùng có bớt thâm mụn. Không gây kích ứng  không gây thêm mụn,positive
train_007077,Tiki gửi hàng quá chậm.Son sau khi mở ra vài ngày thì bị nổi hạt li ti.có vấn đề tôi không dám dùng nữa.Lần đầu mua tiki luôn.Thất vọng tràn trề....,negative
train_014820,Giao hàng sai. Đặt vớ e bé mà ra vớ người lớn. Vớ mỏng ,negative
train_006031," Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh
Nhưng mình đặt đỏ lại giao màu hồng :( 
Giông y hình và chât liệu dày dặn. Ưng với giá 99k. Ủng hộ sh ",positive
train_008136,"iPhone càng ngày càng không còn sự thăng hoa nữa.- Độ phân giải màn hình vẫn còn thấp, đối với màn hình 5.5 inches thì độ phân giải tối thiểu đẹp nhất là 2K- Âm thanh vẫn còn dỡ, ít nhất phải có 02 loa thay vì 01 loa như hiện tại- Hệ điều hành thì ngày càng chạy chậm khi bị nâng cấp lên, đáng lẽ nâng cấp thì phải chạy tốt hơn, đằng này ngược lại hoàn toàn.",negative
train_012663,Dùng đến lần t2 máy tịt ko chạy nữa luôn,neutral
train_002470,Chất kem mỏng mịn nhẹ mặt. M đánh cả chiều ko thấy xg tông. Nh mặt m k trắng mà dùng 52 vẫn thấy hơi tối mặt. Có lẽ do chất kem mỏng nên k lên tông mấy. Chị e nào thích sáng dù da k trắng nên lấy tông 51 nha :). ,neutral
train_007490,Quá mỏng k đáng đồng tiền,negative
train_010014, Đóng gói sản phẩm rất đẹp và chắc chắn còn đc lì xì kèm theo lời chúc nữa :3 cảm ơn chủ shop,positive
train_014363," Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất chắc chắn!
Giao hàng uy tín.
Cảm ơn shop!",positive
train_000462,Đóng gói sản phẩm rất đẹp và chắc chắn. Rẻ mà chất lượng,positive
train_009150,Đặt mua nhưng ko có hàng hết shop cũng ko nói😞,negative
train_008805,sản phẩm khác với mô tả 2 ảnh 2 loại dầy,negative
train_002126, Chất lượng sản phẩm rất kém mua về k sài được  k ăn pin cứ chóp tắc liên tục ,negative
train_004474," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.
 Shop tư vấn nhiệt tình... siêu siêu cute... mình cần hàng gấp và nhờ sh giao gấp. Tối đặt hàg... cách 1 ngày đã giao.
  Đắp thích lắm luôn... da mình là da hỗn hợp nhạy cảm mà vẫn hợp da ság hẳn mới đắp 1l mà mụn lên luôn. ",positive
train_010807,Set mũ dễ thương màu đẹp y hình. Rất thích sp này.,positive
train_006137,Chắc phải 3nawm nữa mới mặc vừa  Rất không đáng tiền,neutral
